Fld_Linked_ID;Fld_Company_ID;Company_Old_Id;Fld_Company_Type_ID;Fld_Company_Country;Fld_Company_City;Fld_Company_State;Fld_Company_Street;Fld_Company_ZipCode;Fld_Company_Fax;Fld_Company_Phone;Fld_Company_Email;Fld_Company_Score;Fld_Company_BAX_Contact;Fld_Remark;Fld_VAT_Nbr;Fld_Date_Of_First_Contact;Fld_Company_Address_Type
2319;2319;1636;3;;;;;;714-223-749;71-442-060;;;;;;;3
2318;2318;1635;2;Libya;;;;;;;;;14;;;;3
2317;2317;1634;7;;;;;;;;;;6;;;;3
2316;2316;1633;6;;;;;;02 38 70 45 72;02 38 70 45 31;;4;;ASK to Wright LOT No on Certificat B.L;;;3
2315;2315;1632;3;;;;;;516-585-4810;516-585-4000;;;;;;;3
2314;2314;1631;2;USA;;;;;;;;7;3;;;;3
2313;2313;1630;1;;;;;;;;;7;7;;;;3
2312;2312;1629;12;Australia;Main Terminal Building;Townsville Airport QLD;Townsville Airport Logistic building;4814;61 7 3274 5884;61 7 3274 3663;;4;7;;;;3
2311;2311;1628;3;;;;;;01-4781-6250;;;;;;;;3
2310;2310;1627;2;Canada;;MB;90 Thompson Drive;;;;;7;8;;;;3
2308;2308;1625;3;Turkey;;;;;;;;;;;;;3
2307;2307;1624;6;Germany;Berlin;;Ohlauer Strasse 5-11 AG Berlin-Charlottenburg;10999;;;;;;;;;3
2306;2306;1623;2;Israel;BEN GURUION INT'L AIRPORT;LOD;COMAT RECEIVING STORE;70100;;;;;;www.elaltech.com;;;3
2305;2305;1622;3;;;;;;;;;;;;;;3
2304;2304;1621;1;USA;Tulsa;OK;4085 Southwest Boulevard;74107;;(918) 445-3545;;7;4;Ametek group;;;3
2303;2303;1620;3;France;;;;;;;;;;Consulting firm with good connections in Africa, works on fokker, Boeing;;;3
2302;2302;1619;2;UK;;;;;;;;;;;;;3
2301;2301;1618;2;Indonesia;;;;;;;www.trigana-air.com;7;3;Have agreement with some supplier, but open to suggestions;;;3
2300;2300;1617;11;Singapore;;;;;;;;;7;Specialize in Consumables;;;3
2299;2299;1733;6;;;;;;;;;;;;;;3
2298;2298;1732;1;United States;Van Nuys;CA;7641 Densmore Ave;91406;;;;;;;;;3
2297;2297;1731;3;INDIA;Kolkata;;;700 019;;;;;;;;;3
2296;2296;1730;3;U.A.E;Dubai;;;;;;;;;;;;3
2295;2295;1729;2;Belgium;;;;;;;;;;;;;3
2294;2294;1728;3;Singapore;;;;;;;;;;Doing Maintenance to Myanma Airways;;;3
2293;2293;1727;2;;;;;;;;;;3;;;;3
2292;2292;1726;7;Canada;St-Laurent;QC;6875 Côte de Liesse;H4T 1E5;;;;4;14;MFG. providers of Flight Training Devices and Full Flight Simulators  - NO SHIPPING INSURANCE NEEDED;;;3
2291;2291;1725;3;;;;;;;;;;;(A Precision Aviation Group Company);;;3
2290;2290;1724;3;;;;;;;;;;;;;;3
2289;2289;1723;3;USA;Miami Lakes;FL;7440 Miami Lakes Drive Suite F-207;33015;;;;;;;;;2
2288;2288;1722;6;;FLEURY LES AUBRAIS;;22 RUE DE CUREMBOURG;45401;02-4778-1031;02-4778-1010 / 52;;;;CLAMP Mfg / USINE;;;3
2287;2287;1721;1;;;;;;;;;;;;;;3
2286;2286;1720;3;;;;;;;;;;;;;;3
2285;2285;1719;3;Canada;Montreal;QE;"1000, Rue De La GAUCHETIERE OUEST; Suite 2900";H3B 4W5;615-676-1664;;www.transaerinc.com;;;;;;3
2284;2284;1718;2;Panama;;;;;03-8158-5797;03-8158-4240;;7;3;;;;3
2283;2283;1717;2;BRAZIL;Aeroporto Pinto Martins;;;;;;;;17;;;;3
2282;2282;1716;3;;;;;;1-612-884-0043;1-612-887-5510;;;;;;;3
2281;2281;1429;2;Malaysia;;;;;;;http://www.fireflyz.com.my;7;7;100% owned by Malaysia Airlines;;;3
2280;2280;1428;3;;;;;;;;;;;;;;3
2279;2279;1427;6;USA;STERLING;;;;;;;4;;;;;3
2278;2278;1146;3;USA;;;;;;;;;;;;;3
2277;2277;1145;10;Germany;Saarbruecken;;Flughafen Saarbruecken, Halle 4;66131;;;;5;6;sold to TPA;DE 811 970 187;;2
2276;2276;1144;1;USA;;;;;;;;;;Supp Rep;;;3
2275;2275;1143;2;USA;;;;;;;;;;;;;3
2274;2274;1142;2;UK;Plymouth Devon;;Plymouth City Airport;PL6 8BW;;;;;17;a part of Sutton Harbour Holdings group;GB 577 371 325;;3
2273;2273;1141;2;Egypt;;;;;516.588.8521;;;;;;;;3
2272;2272;1140;7;Canada;Saint-Laurent;Québec;8585, ch. de la Côte-de-Liesse;H4T 1G6;514-341-0654;514-341-6780;;7;6;;;;3
2271;2271;1139;7;USA;;;;;;;;7;;;;;3
2270;2270;1138;2;Egypt;Cairo;;building no.4 block 1154, markaz el-maloumat st. Sheraton;11361;202-2675394;202-2675399;;7;3;;;;3
2269;2269;1137;3;Switzeland;;;;;41.1.813.3887;41.1.813.7033;;;;;;;3
2268;2268;1136;2;China;;;;;;;;;;VIP flight for Poly Technologies;;;3
2267;2267;1135;1;Canada;Mississauga;Ontario;7895 Tranmere Drive, Unit 12;L5S 1V9;905-672-6828;905-672-1364;;;;;;;3
2266;2266;1134;1;Hungary;;;;;36.1.157.7218;36.1.157.7214;;7;3;;;;3
2265;2265;1133;11;USA;Miami;;;;;;;;;Sell Aircraft;;;3
2264;2264;1132;3;USA;;NY;;;;;;;;;;;3
2263;2263;1131;2;Bangladesh;;;;;;;;;;;;;3
2262;2262;1251;3;USA;;;;;305.782.2766;305.783.2669;;;;Supp;;;3
2261;2261;1250;2;Greece;;;;;;;;;;;;;3
2260;2260;1249;3;;;;;;;;;;;;;;3
2259;2259;1248;3;USA;;;;;203.567.3429;203.567.9441/7353;;;;Supp, Rep;;;3
2258;2258;1247;2;France;;;;;;;;;17;AIR HORIZONS, France went bankrupt and ceased service. It operated five 737s and three 757-200s.;;;3
2257;2257;1246;1;UK;London;;;;;;;;;owned subsidiary of Singapore Technologies Aerospace (STAe). B737 and A320 Sapres + Exch + REP;;;3
2256;2256;1245;2;Vietnam;;;;;;;;7;3;;;;3
2255;2255;1244;2;Russia;;;;;;;;;7;;;;3
2254;2254;1243;3;SINGAPOR;;;;;;;;;;;;;3
2253;2253;1242;2;MEXICO;;;;;;;;;;;;;3
2252;2252;1241;3;USA;;;;;305.625.9487;305.625.4900;;;;Rep,HO;;;3
2251;2251;1240;3;USA;Carrollton;TX;2015 McKenzie Dr. Ste 106;75006;;;;8;;;;;3
2250;2250;1239;2;Armenia;;;;;;;;7;7;;;;3
2249;2249;1238;2;Turkey;;;;;;79;;;;;;;3
2248;2248;1237;3;USA;;;;;;;;;;Supp;;;3
2247;2247;1162;3;USA;;;;;316.942.0891;316.942.0844;www.matrixaviation.com;;;Supp, Rep Exch;;;3
2246;2246;1161;2;Switzerland;;;;;;;;;;;;;3
2245;2245;1160;3;USA;;;;;904.737.5064;904.730.3412;;7;6;Supp;;;3
2243;2243;1158;6;CHINA;;;;;;;;;;;;;3
2242;2242;1157;2;SPAIN;SABADELL;;Aeropuerto de SABADELL;08205;+34 93 746 90 08;+34 902 460 006;;5;14;New name http://www.canaryfly.es, also Letsfly;;;3
2241;2241;1156;2;MALI;;;;;;;;;;;;;3
2240;2240;1155;3;USA;;;;;703.432.0193;703.432.0101;;;;Supp;;;3
2239;2239;1154;3;USA;;;;;313.946.1895;313.946.1890;;;;Supp;;;3
2238;2238;1153;2;Turkey;;;;;901.377.7394;901.382.5808;;;;;;;3
2237;2237;1152;7;UAE;Dubai;;;;;;;7;3;;;;3
2236;2236;1151;1;Austria;;;Bld.992, A-1300 Vienna Airport;;;;;7;4;;;;3
2235;2235;1150;2;Australia;Redcliffe;WA;Valentine Road;6105;;;;;;;;;3
2233;2233;1148;2;USA;;;;;;;;;16;;;;3
2232;2232;1147;3;USA;;;;;305.344.2825;305.345.8436;;;;Supp;;;3
2231;2231;1098;1;USA;;;;;602.252.0395;602.253.4540;;;;Rep Supp;;;3
2230;2230;1097;1;Australia;;;;;;;;;;Honeywell TPE331 turbine engines distributre;;;3
2229;2229;1096;2;sri lanka;Katunayake;;Bandaranaike inl airport;;204.885.2229;204.775.9711;;;7;;;;3
2228;2228;1095;2;Canada;;;;;416-675-1969;;;7;7;;;;3
2227;2227;1094;7;USA;;;;;;;;;;;;;3
2226;2226;1093;2;Guinea Equatorial;Malabo;;Calle Presidente Naser;APDO 0916;;;http://www.flyceiba.com/;5;6;;;;3
2225;2225;1092;2;Swiss;;;;;;;;;17;Air Berlin;;;3
2224;2224;1091;3;Canada;;;;;514.631.1209;514.633.9188;;;;Rep;;;3
2223;2223;1090;3;USA;;;;;714.662.7968;714.754.2490;;;;Rep;;;3
2221;2221;1088;1;South Africa;;;;;;;;;;;;;3
2220;2220;1087;2;BULGARIA;SOFIA AIRPORT;;1, Brussels blvd.;1540;359-2-9459031;359-2-98448 568;;5;1;Hemus Air use our a/c. Bulgaria Air, Hemus Air and Viaggio Air are in one common holding;BG831 642 142;;3
2218;2218;1085;3;USA;;;;;480 505 8260;480 505 8261;;;;;;;3
2217;2217;1084;3;USA;;;;;305-593-6012;305-593-5045;falconaero@aol.com;;;Supp;;;3
2216;2216;1572;3;USA;;;2000 N.W,95 AV;;;305 591 8555;;;;;;;3
2215;2215;1571;3;USA;Delaware;;;;;;;;;;;;3
2214;2214;1570;3;USA;Ft. Lauderdale;FL;4521 S.W. 42nd Terrace;33314;;;;5;3;;;;2
2213;2213;1569;2;USA;;;;;;;;;;;;;3
2212;2212;1568;3;;;;;;305.477.0803;305.477.3100;;;;;;;3
2211;2211;1567;3;USA;;;;;623 536 0489;623-536-0488;;;17;;;;3
2210;2210;1566;3;;;;;;;;;;;;;;3
2209;2209;1565;3;;;;;;;203.597.6900;;;;;;;3
2208;2208;1564;4;;;;;;;;;;;;;;3
2207;2207;1563;3;;;;;;;;;;;;;;3
2206;2206;1562;6;;;;;;818.842.6117;818.526.2600;;4;;;;;3
2205;2205;1561;3;;;;;;;;;;;;;;3
2203;2203;1559;2;Ghana;;;;;;;http://www.citylink.com.gh;;7;;;;3
2202;2202;1558;6;UK;Titchfield, Fareham;Hampshire;Abbey Park, Southampton Road;PO14 4QA;44 1329 853797;44 1329 853000;;4;;dist via seal dynamics 631-667-4000;;;3
2201;2201;1557;6;FRANCE;;;ZONE INDUST.DES DAMES BP No25;;0134810221;0130791720;;;;ASK CERT of Conformity in English also;;;3
2200;2200;1556;3;FRANCE;;;32Bis Rue Gutenberg, Z.I LA MARINIERE;;01.6086.4874;01 69 91 49 00;;;;;;;3
2199;2199;1054;10;Kenya;Nairobi;;PO Box 1218;00502;;;;;17;Kaskazy Airlines;;;2
2198;2198;1114;2;Sweden;;;;;;;;7;3;;;;3
2197;2197;1712;3;;;;;;0810 61 01 02;04-7544-8823;;;;;;;3
2196;2196;1711;3;;;;;;;;;;;;;;3
2195;2195;1710;3;;;;;;;;;;;;;;3
2194;2194;1709;2;Belarus;Minsk;;;;;;;7;3;;;;3
2193;2193;1708;3;;;;;;;;;;;;;;3
2192;2192;1707;1;;;;;;;;;;;;;;3
2191;2191;1706;1;SINGAPORE;;;;;;;;;7;;;;3
2190;2190;1705;2;UK;;;;;;;;7;7;;;;3
2188;2188;1703;3;;;;;;;519-271-3880;;;;;;;3
2187;2187;1702;3;spain;Madrid;;;;;;;;;;;;3
2186;2186;1701;2;Lebanon;;;;;;;;;;;;;3
2185;2185;1700;3;;;;;;;;;;;;;;3
2184;2184;1699;2;USA;;;;;;;;;;;;;3
2183;2183;1335;6;USA;MIAMI;FL;5502 N.W. 37th AVENUE;33142;305.871.7873;305.871.4050;;;;OH Rep ww.,theraft.com / javier@theraft.com <javier@theraft.com>;;;3
2182;2182;1334;3;Germany;;;;;405.644.2557;405.634.3258/1456;;;;;;;3
2180;2180;1332;3;USA;;;;;918.968.9564;918.968.9561;;;;OH;;;3
2179;2179;1331;1;USA;;;;;203.649.7968;203.647.0916;;;;"www.chromalloyarizona.com
www.sosarizona.com";;;3
2178;2178;1330;2;Canada;;;4740 Agar Drive;;;;;;8;Owner of Heli-One and Schreiner.;;;3
2176;2176;1328;3;UK;;;;;;;;;;;;;3
2175;2175;1327;1;USA;OPA LOCKA;FL;12970 PORT SAID ROAD;33054;305.681.4236;305.688.9439;;;;Rep, Supp;;;3
2174;2174;1326;3;USA;;;;;310.427.5916;310.595.6263;;;;Rep,HO;;;3
2173;2173;1325;3;USA;;;;;305.687.7708;305.687.7706;;;;Rep;;;3
2172;2172;1324;2;Hong Kong;;;;;;;;;;;;;3
2170;2170;1322;2;Nigeria;;;;;;;;;;;;;3
2169;2169;1321;3;USA;;;;;816.587.6327;816.587.6180;;;;Rep,Rewin;;;3
2168;2168;2088983111;2;Ireland;;;;;;;;;7;;;;3
2167;2167;2088983110;2;NIGERIA;;;;;;;;7;6;;;;3
2166;2166;2088983109;6;USA;Liverpool;NY;4806 West Taft Road;13088;315-451-8919;315-451-3928;;;;KAISER FLUIDS;;;3
2165;2165;2088983108;6;France;St Vallier;;1 avenue Marc Seguin;26240;01-3064-4131;01-3064-2940;;;;MFG GAS ACTU - DIST SATAIRE;FR16775572878;;3
2164;2164;2088983107;3;USA;;;;;;;;;;;;;3
2163;2163;2088983106;6;;;;;;631-563-8781;631-563-6400;;;;;;;3
2161;2161;2088983104;2;Turkey;;;;;;;;;;;;;3
2160;2160;2088983103;6;;;;;;;714-828-7770;;;;;;;3
2159;2159;2088983102;6;91761;;;;;909-947-9958;909-947-2200;;;;SEAL MFG;;;3
2158;2158;2088983101;6;;;;;;714-834-0590;714-834-0602;;;;Sale to VALTEC A/C Supply;;;3
2157;2157;2088983100;6;;;;;;714-773-6351;714-773-2600;;;;;;;3
2156;2156;2088983099;3;england;;;ashchurc, tewkesbury;;44 168 485 2210;44 168 299 111;;;;;;;3
2155;2155;2088983098;3;UK;;;;;44-1777-709739;44-1777-706731;;;;;;;3
2154;2154;2088983097;3;USA;;;;;818-347-7147;818-884-7260;;;;Phone:  818 313 6001    Fax: 818 610 1813 mailto:asams@plporter.com;;;3
2152;2152;1806;3;USA;;;;;;;;;;;;;3
2151;2151;1805;2;Austria;Bregenz;;Bahnhofstrasse 10;6900;;;www.intersky.biz;7;6;;;;3
2150;2150;1804;6;;;;;;;;;;;;;;3
2149;2149;1803;3;USA;;;;;;;;;;;;;3
2148;2148;1802;2;UK;;;;;;;;;7;;;;3
2147;2147;1801;2;MEXICO;;;;;;;;7;3;ABC AEROLINEAS S.A. DE C.V.;;;3
2146;2146;1800;2;Switzerland;;;;;41;41;;;;;;;3
2145;2145;1799;3;;;;;;;;;;;;;;3
2144;2144;1798;2;Philippines;;;;;;;;;17;;;;3
2142;2142;1796;3;;;;;;- 303;39-039-28-94-203;;5;;Microtechnica  39-039-28-94815 fx 39-039-2894912 Ms Monica Brambilla;;;3
2141;2141;1795;2;China;Hainan;;29 haixiu Road;57023;;;http://www.hnair.com;7;3;;;;3
2140;2140;1794;2;Argentina;;;;;;;;;17;;;;3
2139;2139;1793;2;USA;;;;;;;;7;;America West operator;;;3
2137;2137;1791;1;USA;FORT LAUDERDALE;FL;2550 NW 4TH CT.;33311;;(954) 316-6015;;5;4;-;;;3
2135;2135;1789;3;Israel;;;;;;;www.nimdaparts.com;;;;;;3
2134;2134;1320;3;Bangladesh;;;;;;;;;;working with airlines who mainly operatates Dash-8 100&300;;;3
2133;2133;1319;4;Canada;;;;;;;;;;;;;3
2132;2132;1318;2;Holland;;;;;;;;7;6;Rep;;;3
2131;2131;1317;2;Sweden;;;;;;;;;;;;;3
2130;2130;1316;2;Canada;;;;;;;;7;6;OH;;;3
2128;2128;1053;3;IRLAND;;;;;353.61.471.241;353.61.471.533;;;;;;;3
2127;2127;1052;3;GERMANY;;;;;49.231.215.784;49.231.921.302;;;;;;;3
2126;2126;1051;11;GERMANY;Nuremberg;;Formaeckerstr.20 -;90475;-;;-;7;3;;;;3
2125;2125;1050;2;GERMANY;;;;;49.911.520.1216;49.911.520.120;;;17;;;;3
2124;2124;1049;3;;;;;;;;;;;Supp, Rep;;;3
2123;2123;1048;3;UAE;;;;;;;;;;Hlicopteur;;;3
2122;2122;1047;3;;;;;;;;;;;;;;3
2121;2121;1046;2;China;;;;;;;;;;;;;3
2120;2120;1045;2;Austria;;;;;;;;7;14;;;;3
2119;2119;1044;2;GERMANY;;;;;;;;7;7;;;;3
2118;2118;1043;3;USA;;;;;;;;;;;;;3
2116;2116;1041;2;Spain;;;;;;;;;17;;;;3
2115;2115;1040;2;Japan;;;;;;;;7;3;;;;3
2114;2114;1039;2;Slovakia;;;;;;;;7;6;owner VIP AIR, sales@vipair.sk. DAnubewings is a marketing name and operator will be VIP AIR.;;;3
2113;2113;1038;7;Thailand;Bangkok;;89 Vibhavadi Rangsit Road, Chatuchak;10900;(662) 690 0384;(662) 690 0380;;4;7;;;;3
2112;2112;1037;2;NORWAY;N-4055 Stavanger Lufthavn;;Flyplassveien 124;;47.4.659.377;47.4.659.000;http://www.braathens.no;;3;"Also Malmo Aviation; http://www.braathenstechnical.com/";;;3
2111;2111;1036;2;Russia;;;;;;;;;;;;;3
2109;2109;1034;2;SOUTH AFRICA;Bonaero Drive;;;;27.11.395.1539;27.11.973.1921;;7;7;Own Air Contractors.;;;3
2108;2108;1033;2;Brazil;;;;;;;;7;3;;;;3
2107;2107;1032;2;ICELAND;;;;;;;www.airiceland.is;;17;;;;3
2106;2106;1031;1;USA;Van Nuys;CA;;;;;;;;;;;3
2105;2105;1030;3;USA;;;;;305.871.5564;305.871.6650;;;;;;;3
2104;2104;1788;3;ITALY;;;FAREM;;39-0224-09-747;39-0226-222-523;;;;MR D'ANGELO;;;3
2102;2102;-1351836106;6;UK;;;;;44 1495-202006;44-1495-202-000;;;;;;;3
2101;2101;1361;2;Malaysia;;;;;;;;7;3;;;;3
2100;2100;1344;3;USA;;;;;817.329.0317;817.481.3718/6531;;;;Rep;;;3
2098;2098;1342;6;monaco;;;;;;377.9205.6688;iec@iec-monaco.com;4;;"Doc problem (batch n°156) ""Missing Signature & Batch No""";;;3
2097;2097;1341;2;USA;;;;;a;;;;;;;;3
2096;2096;1340;12;South Korea;Chungcheongbuk-do;;San 5-1, Lpsang-ri, Cheongwon-gun;363-793;;;;6;;out of business;;;3
2095;2095;1339;1;USA;;;;;;;;;;Rep;;;3
2094;2094;1338;2;Sweden;;;;;;;;;;;;;3
2093;2093;1337;3;USA;;;;;214.247.7879;214.241.2501;;;;Rep,OH;;;3
2092;2092;1336;3;USA;;;;;210.599.2358;210.599.0060;;;;Rep OH;;;3
2091;2091;1698;3;;;;;;;;;;;;;;3
2090;2090;1697;8;;;;;;;;;;;;;;3
2089;2089;1696;3;;;;;;;502-240-0560;;;;;;;3
2088;2088;1695;2;Turkey;;;;;;;;;7;;;;3
2087;2087;1314;1;Canada;Summerside PEI;;Hangar 8 slemon park;C1N4P6;902.436.0070;902.436.1333;;;;"OH & Repair facility
http://www.atlanticturbines.com/";;;3
2086;2086;1083;2;USA;;;;;;;;;7;;;;3
2085;2085;1082;2;UK;;;;;;;;;7;http://www.partstrading.co.uk/;;;3
2084;2084;1081;3;USA;;;;;208.344.9503;800.643.8379/208.344.5161;;;;Supp Rep;;;3
2083;2083;1080;3;Germany;;;;;;;;;;;;;3
2082;2082;1079;3;USA;;;;;510.782.0329;510.785.9391;;;;Supp,Rep;;;3
2081;2081;1078;3;USA;;;;;;;;;;;;;3
2080;2080;1077;3;USA;;;;;818.243.8965;818.246.8431;;;;Rep, Supp;;;3
2079;2079;1076;3;UK;;;;;44.1.273.813.666;44.1.273.812.345;;;;Supp;;;3
2078;2078;1075;3;UK;Manor House Lane;Datchet;Unit 12, Portland Business Centre;SL3 9EG;;;;7;;A part of Heico;GB727448120;;3
2076;2076;1073;2;UK;;;;;;;;;;FKA A2B airways Ltd. www.flykeen.co.uk;;;3
2075;2075;1072;3;;;;;;;;;;;;;;3
2074;2074;1029;2;MOLDOVA;;;;;;;;;17;;;;3
2073;2073;1028;2;SPAIN;;;;;34914188769;;;;7;;;;3
2071;2071;1026;2;Cyprus;;;;;;;;7;7;;;;3
2069;2069;1024;3;Sweden;;;;;;;;;;;;;3
2067;2067;1022;3;USA;;;;;;;;;;Supp;;;3
2066;2066;1021;2;Lithuania;Karmelava;;Kaunas Airport [Comp. CODE 110893736];LT-54460;;;;4;7;LY-DOT opf FDX/ABR iso OY-CIU (ex DAT);LT 108 937 314;;3
2065;2065;1020;2;South Koera;;;;;;;;;17;;;;3
2064;2064;1019;1;USA;;;;;631-753-2407;631-753-2282;;;;;;;3
2063;2063;1018;3;ITALY;;;;;;;;;;;;;3
2062;2062;1017;2;France;;;;;;;;7;3;Check if started opreration;;;3
2061;2061;1016;3;;;;;;;;;;;;;;3
2060;2060;1015;3;USA;;;;;;;;;;Supp;;;3
2059;2059;1014;1;India;;;;;;;;;;Rep;;;3
2058;2058;1013;7;France;;;;;;;;;;;;;3
2056;2056;1011;11;Malaysia;Selangor Darul Ehsan;;34, USJ 9/5E, 47620 Subang Jaya;;;;;;;;;;3
2055;2055;1010;2;VENEZUELA;;;;;;;;;;Cargo AL established in 1996. owned by Jose Henrique D'Apollo (51%) and DHL International (49%).;;;3
2054;2054;1009;2;Jamaica;Kingston,;;;;;;;;17;;;;3
2053;2053;1008;3;USA;;;;;631.981.2605;631.981.2600;;;;Rep;;;3
2052;2052;1007;2;USA;;;;;;;;;17;;;;3
2051;2051;1006;1;USA;TEMECULA;CA;;;305.;305.;;;;;;;3
2050;2050;1345;3;South Africa;Bedfodview;;Pellmeadow Park, Block B, 60 Civin Dr.;2007;;;;;;;;;3
2049;2049;1128;2;Uruguay;;;;;;;;7;3;;;;3
2048;2048;1127;3;USA;;;;;;;;;;Supp;;;3
2047;2047;1071;2;Australia;Pinkenba;QLD;Boeing Hangar 59, Pandanus  Avenue;4008;;;;4;7;;;;3
2046;2046;1126;2;Bosnia;;;;;;;;;17;;;;3
2045;2045;1125;3;USA;Beggs;OK;8530 N. 220th Road;74421;918.492.6297/800.992.6297;918.492.6295;;;;Supp;;;3
2044;2044;1124;3;USA;;;;;;;;;;;;;3
2043;2043;1123;3;USA;;;;;201.288.8006;201.288.1189;;;;Rep;;;3
2042;2042;1122;2;Russia;;;;;;;;;3;;;;3
2041;2041;1121;1;USA;Sun Valley;CA;11240 Sherman Way;91352;818-765-8073;818-765-6201;;;;Rep;;;3
2040;2040;1120;2;Lithuania;;;;;;;;;;UAB Nordic Solutions Air Services. New name Avion Express;;;3
2039;2039;1119;3;USA;;;;;817-589-8337;8817-284-5769;;;;;;;3
2038;2038;1118;2;China;;;;;;;;7;3;;;;3
2037;2037;1117;1;USA;;;;;510.569.3568;510.569.2949/800.285.9471;;;;Rep;;;3
2036;2036;1116;2;Germany;;;;;;;;;7;;;;3
2035;2035;1115;2;Algerie;Dar El Beida - Algiers;;Aeroport International Houari Boumediene;;213-21-50-58-91;213 21 50 9244 /45;chaalal-a@airalgerie.dz;5;14;Always quote FCA FAST Orly Airport Paris. Add shipping to Part price;;;3
2034;2034;1654;2;Spain;Barcelona;;;;;;;;7;;;;3
2033;2033;1653;3;;;;;;;;;;;;;;3
2032;2032;1652;3;;;;;;;;;;;REPAIR CONVERTION;;;3
2031;2031;1651;1;USA;Ft Lauderdale;FL;5352 NW 21st Terrace;33309;954-772-9570;954-772-4559;;;;old name JDC Co,;;;3
2030;2030;1650;3;;;;;;;;;;;;;;3
2029;2029;1649;3;Denmark;Viborg;;Soebakken 13;8800;45-8725 8401;45-8725 8406;;;;;DK2626624687;;3
2028;2028;1648;2;Finland;;;;;;;;7;3;SAS group;;;3
2027;2027;1647;2;venezuela;;;;;;;;7;14;;;;3
2026;2026;1646;3;;;;;;;;;;;;;;3
2025;2025;1645;3;China;Jida, Zhuhai,;;Room 401, Hongta Build No. 244, Shuiwan Rd.;;86-756-6135-1752;86-756-3355123;;;;86-756-6135-1752;;;2
2023;2023;1643;8;;;;;;;;;;;;;;3
2022;2022;1642;3;;;;;;954-717-9998;954-717-9997;;;;;;;3
2021;2021;1641;10;Indonesia;JL. RAYA PLP CURUG 5, LEGOK, TANGERANG;;Hangar Balai kalibrasi - Budiarto Airport;15820;;;;7;7;bought SCA Maint. / Technics Dinard;;;2
2020;2020;1640;2;Tunisia;Monastir;;AIMHB;5000;;;http://www.nouvelair.com.tn;;14;;;;3
2017;2017;2088983096;6;Japan;;;;;;716-694-7060;;;;;;;3
2016;2016;1070;3;UK;;;;;44.1.332.850.006;44.1.332.813.167/810.910;;;;Supp, Rep;;;3
2015;2015;1105;3;USA;;;;;210.821.4008;210.821.4071;;;;;;;3
2013;2013;1103;1;USA;;;;;818.994.7901/818.787.0329;818.787.3852;;;;A part of Intertechique;;;3
2012;2012;1102;3;TAHILAND;;;;;;;;;;;;;3
2011;2011;1101;1;Brazil;;;;;;;;;;Rep Supp Helicopters;;;3
2010;2010;1100;2;Philippines;;;;;;;;;;;;;3
2009;2009;1099;3;USA;;;;;214.869.1851;214.869.1988;;;;Rep;;;3
2007;2007;1425;6;FRANCE;TOULOUSE;;408 AV DES ETATS UNIS;31016;;05-61-35-29-74;;4;;Have Official Quote Prior Quoting -  Pls consolidate TRANSP PAR DHL 47€73 - A réception;FR42410673081;;3
2006;2006;1424;3;Cambodia;;;;;;;;;;;;;3
2005;2005;1423;6;France;;;;;056212.1520;056212.1525;;;;;;;3
2004;2004;1422;6;;;;;;450-647-2888;450-647-2860;;;;;;;3
2003;2003;1421;2;INDIA;VILE PARLE;MUMBAI;"WESTERN EXPRESS HIGH WAY
NEXT TO NANDGIRI STATE GUEST HOUSE";400 099;;;;7;3;;;;3
2002;2002;1420;1;France;;;;;02 48 71 52 43;02 48 71 31 75;;;;;;;3
2001;2001;1419;2;Indonesia;Jakarta;;Plaza Kuningan Menara Utara 30;12940;;;;;3;;;;3
2000;2000;1418;3;;;;;;44.2476.668.607;44.2476.668641;;;;;;;3
1999;1999;1417;3;France;;;;;;;;;;;;;3
1998;1998;1416;2;Turkey;;;;;;;;;7;;;;3
1997;1997;1415;3;;;;;;01-6486-6987;01-6486-6924;;;;;;;3
1996;1996;1414;2;URUGUAY;;;;;;;;7;3;;;;3
1995;1995;1413;1;USA;Valencia;CA;28150 Industry Drive;91355;661-294-1750;661-295-4000;www.ittaerospace.com;;;Dist AAXICO, ARGER Ent., General Transworld Corp,Del: Min 2wks, Urgent (700$) week, AOG+50% PO value;;;3
1994;1994;1412;3;Russia;Moscow;;Malaya Yakimanska 10;119180;7 495 959 59 44;7 495 959 59 42;;;;;;;3
1993;1993;1411;1;INDIA;;;;;;;;;;Indian Market;;;3
1992;1992;1410;2;China;;;;;;;;7;6;;;;3
1991;1991;1409;3;UK;;;;;;;;;;Also canada;;;3
1990;1990;1408;2;Denmark;;;;;;;;;;;;;3
1989;1989;1407;1;UK;;;;;44-1452-711768;44-1452-711832;;;;repair shop: Peter Higgins   711825- fax 711954;;;3
1988;1988;1406;1;USA;;;;;;;;;;;;;3
1987;1987;1405;2;Indonesia;;;;;;;;;17;;;;3
1985;1985;1403;1;Israel;;;;;972-3-935-3972;972-3-935-8908;;;;;;;3
1984;1984;1402;3;USA;;;;;516-981-7706;516-941-7700;;;;;;;3
1983;1983;1445516954;3;RUSSIA;MOSCU;;;;;;;;;;;;3
1982;1982;1371455748;2;;;;;;;;;;7;easyJet has purchased GB Airways;;;3
1981;1981;1348819369;2;MEXICO;Zapopan, Jalisco;Mexico;Prol. Americas 1731 Fracc. Jacarandas;45160;52 33 3688 8106;52 33 3208 6999;;;;Out of business, CRJ;;;3
1980;1980;1014818108;2;Spain;;;;;;;;7;7;;;;3
1979;1979;1008151397;2;;;;;;;;;;;;;;3
