Part Number,,Cond,Qty In Stock,UM,Description,,W/H,Serial No.,,Reserved Qty,,,
171-45702-401,,AR,1,EA,COCKPIT DOOR FINISH TOP,,Embraer,N/A,,0,,,
18011-04-01,,AR,1,EA,PILOT SEAT - FULL SHEEPSKIN,,Embraer,10T0896,,0,,,
18011-05-01,,AR,1,EA,PILOT SEAT - FULL SHEEPSKIN,,Embraer,10T2929,,0,,,
18012-04-01,,AR,1,EA,SEAT CO-PILOT,,Embraer,10T1337,,0,,,
18012-05-01,,AR,1,EA,SEAT CO-PILOT,,Embraer,10T3281,,0,,,
1855A0000-06,,AR,1,EA,STEERING CONTROL MODULE,,Embraer,951,,0,,,
19000-131,,AR,1,EA,"RELAY, ASSY, MOTOR STARTING",,Embraer,750,,0,,,
19000-195,,AR,1,EA,MAST-DRAIN,,Embraer,MBSR950-1,,0,,,
19000-195,,AR,1,EA,MAST-DRAIN,,Embraer,MYTP260-8,,0,,,
19000-210,,AR,1,EA,"HEATER ASSEMBLY, FILL/DRAIN VALVE",,Embraer,630,,0,,,
19000-210,,AR,1,EA,"HEATER ASSEMBLY, FILL/DRAIN VALVE",,Embraer,700,,0,,,
19000-314,,AR,1,EA,HEATER  MANIFOLD  FITTING,,Embraer,60,,0,,,
19000-320,,AR,1,EA,SERVICE PANEL DOOR SWITCH ASSEMBLY,,Embraer,826,,0,,,
19000-780,,AR,1,EA,VALVE-POTABLE WATER FILL & DRAIN,,Embraer,546,,0,,,
190-03051-404,,AR,1,EA,REAR FAIRING,,Embraer,N/A,,0,,,
190-03083-001,,AR,1,EA,BOAT FAIRING,,Embraer,WMI31791-007,,0,,,
190-04425-001,,AR,1,EA,FUEL FEED CONNECTOR,,Embraer,N/A,,0,,,
190-04433-003,,AR,1,EA,FUEL FEED CONNECTOR SMALL,,Embraer,N/A,,0,,,
190-09276-403,,AR,1,EA,HORIZONTAL STAB PANEL,,Embraer,OP113857,,0,,,
190-09276-409,,AR,1,EA,HORIZONTAL STAB PANEL,,Embraer,OP116255,,0,,,
905614-1,,SV,1,EA,ATTENUATOR PRESSURE LINE ACMP,,Embraer,2262,,0,,,
905614-1,,SV,1,EA,ATTENUATOR PRESSURE LINE ACMP,,Embraer,2256,,0,,,
190-09279-403,,AR,1,EA,HORIZONTAL STAB LE PANEL,,Embraer,431,,0,,,
190-09279-403,,AR,1,EA,HORIZONTAL STAB LE PANEL,,Embraer,391,,0,,,
190-09279-404,,AR,1,EA,HORIZONTAL STAB LE PANEL,,Embraer,427,,0,,,
190-09279-404,,AR,1,EA,HORIZONTAL STAB LE PANEL,,Embraer,387,,0,,,
190-09281-401,,AR,1,EA,HORIZONTAL STAB LE PANEL,,Embraer,382,,0,,,
190-09281-402,,AR,1,EA,HORIZONTAL STAB LE PANEL,,Embraer,376,,0,,,
190-09281-402,,AR,1,EA,HORIZONTAL STAB LE PANEL,,Embraer,424,,0,,,
190-09381-403,,AR,1,EA,L/E O/B PANELS,,Embraer,422,,0,,,
190-09616-405,,AR,1,EA,TIP PANEL,,Embraer,440,,0,,,
190-09616-406,,AR,1,EA,TIP PANEL,,Embraer,442,,0,,,
190-09910-435,,AR,1,EA,BALANCED RUDDER ASSY,,Embraer,550080,,0,,,
925010-100,,SV,1,EA,DIU AIRSHOW 4200,,Boeing,H01001119,,0,,,
190-09910-439,,AR,1,EA,BALANCED RUDDER ASSY,,Embraer,642027,,0,,,
190-10343-403,,AR,1,EA,LEFT NLG DOOR,,Embraer,551344,,0,,,
190-10343-403,,AR,1,EA,LEFT NLG DOOR,,Embraer,640133,,0,,,
190-10343-404,,AR,1,EA,DOOR ASSY REPAIR EQUIP,,Embraer,551313,,0,,,
190-10343-404,,AR,1,EA,DOOR ASSY REPAIR EQUIP,,Embraer,645064,,0,,,
940732,,AI,1,EA,PUMP,,Boeing,MX702705B,,0,,,
190-10345-411,,AR,1,EA,NOSE LANDING GEAR DOOR FWD LH,,Embraer,645068,,0,,,
190-10345-411,,AR,1,EA,NOSE LANDING GEAR DOOR FWD LH,,Embraer,551364,,0,,,
190-10345-412,,AR,1,EA,NOSE LANDING GEAR DOOR FWD RH,,Embraer,551386,,0,,,
190-10345-412,,AR,1,EA,NOSE LANDING GEAR DOOR FWD RH,,Embraer,645075,,0,,,
190-10755-401,,AR,1,EA,"HARNESS W182, NOSE LDG GR COMPT",,Embraer,N/A,,0,,,
190-13610-107,,AR,1,EA,AFT DRAIN COVER,,Embraer,N/A,,0,,,
190-13610-407,,AR,1,EA,DRAIN MAST,,Embraer,N/A,,0,,,
190-13612-405,,AR,1,EA,"FAIRING, DRAIN",,Embraer,N/A,,0,,,
190-13614-405,,AR,1,EA,"FAIRING, DRAIN",,Embraer,N/A,,0,,,
190-15500-401,,AR,1,EA,"FAIRING ASSY, MOVEABLE",,Embraer,N/A,,0,,,
190-15500-402,,AR,1,EA,"FAIRING ASSY, MOVEABLE",,Embraer,N/A,,0,,,
190-16831-403,,AR,1,EA,SLAT 1,,Embraer,SA1396,,0,,,
190-16831-404,,AR,1,EA,SLAT 1,,Embraer,SA1363,,0,,,
9599-607-14942,,SV,1,EA,RADIO ALTIMETER,,Airbus,9317,,0,,,
190-16831-404,,AR,1,EA,SLAT 1,,Embraer,SA1396,,0,,,
190-17111-409,,AR,1,EA,REINFORCED COCKPIT DOOR ASSY,,Embraer,702,,0,,,
190-17111-627,,AR,1,EA,COCKPIT DOOR,,Embraer,752,,0,,,
190-17918-413,,AR,1,EA,SLAT 2,,Embraer,SA1361,,0,,,
190-17918-413,,AR,1,EA,SLAT 2,,Embraer,SA1400,,0,,,
190-17918-414,,AR,1,EA,SLAT 2,,Embraer,SA1374,,0,,,
190-17918-414,,AR,1,EA,SLAT 2,,Embraer,SA1364,,0,,,
190-17919-407,,AR,1,EA,SLAT 3,,Embraer,SA1365,,0,,,
190-17919-407,,AR,1,EA,SLAT 3,,Embraer,SA1349,,0,,,
190-17919-408,,AR,1,EA,SLAT 3,,Embraer,SA1397,,0,,,
190-17919-408,,AR,1,EA,SLAT 3,,Embraer,SA1362,,0,,,
190-17920-413,,AR,1,EA,SLAT 4,,Embraer,SA1337,,0,,,
190-17920-413,,AR,1,EA,SLAT 4,,Embraer,SA1349,,0,,,
190-17920-414,,AR,1,EA,SLAT 4,,Embraer,SA1388,,0,,,
190-17920-414,,AR,1,EA,SLAT 4,,Embraer,SA1350,,0,,,
190-18429-457,,AR,1,EA,DOOR ASSY,,Embraer,553651,,0,,,
190-18429-458,,AR,1,EA,DOOR ASSY,,Embraer,553653,,0,,,
190-18429-459,,AR,1,EA,MLG INBOARD DOOR ASSY,,Embraer,642640,,0,,,
190-18429-460,,AR,1,EA,MLG INBOARD DOOR ASSY,,Embraer,642641,,0,,,
190-26026-417,,AR,1,EA,"PANEL ASSY, CENTER",,Embraer,554192,,0,,,
190-26026-417,,AR,1,EA,"PANEL ASSY, CENTER",,Embraer,645309,,0,,,
190-26030-401,,AR,1,EA,DOOR ASSY,,Embraer,N/A,,0,,,
190-26030-402,,AR,1,EA,DOOR ASSY,,Embraer,N/A,,0,,,
190-26064-403,,AR,1,EA,ACCESS DOOR,,Embraer,360,,0,,,
190-26064-404,,AR,1,EA,ACCESS DOOR,,Embraer,190,,0,,,
190-26073-405,,AR,1,EA,ACCESS PANEL,,Embraer,N/A,,0,,,
190-26074-403,,AR,1,EA,ACCESS DOOR,,Embraer,N/A,,0,,,
190-26078-403,,AR,1,EA,ACCESS DOOR,,Embraer,N/A,,0,,,
190-26080-405,,AR,1,EA,ACCES PANEL,,Embraer,N/A,,0,,,
190-26082-403,,AR,1,EA,ACCESS PANEL,,Embraer,N/A,,0,,,
190-26082-404,,AR,1,EA,ACCESS DOOR,,Embraer,N/A,,0,,,
190-26084-415,,AR,1,EA,WING TO BODY FAIRING - CH,,Embraer,N / A,,0,,,
190-26084-415,,AR,1,EA,WING TO BODY FAIRING - CH,,Embraer,N / A,,0,,,
963A0000-02,,SV,1,EA,"VALVE,TRIM AIR",,Airbus,1318,,0,,,
964-0401-017,,SV,1,EA,AIRBORNE DATA LOADER,,Boeing,3588,,0,,,
190-26084-416,,AR,1,EA,WING TO BODY FAIRING - RH,,Embraer,N / A,,0,,,
965-0976-003-206-206,,SV,1,EA,EGPWS,,Airbus,22757,,0,,,
190-26084-416,,AR,1,EA,WING TO BODY FAIRING - RH,,Embraer,N / A,,0,,,
965-1676-002,,SV,1,EA,EGPWS - ENHANCED GROUND PROXIMITY WARNING COMPUTER,,Airbus,EMK5-07970,,0,,,
190-26116-403,,AR,1,EA,ACCESS DOOR,,Embraer,N/A,,0,,,
190-26116-404,,AR,1,EA,ACCESS DOOR,,Embraer,N/A,,0,,,
190-26120-402,,AR,1,EA,ACCESS DOOR,,Embraer,N/A,,0,,,
190-26124-407,,AR,1,EA,ACCESS PANEL,,Embraer,N / A,,0,,,
190-26124-407,,AR,1,EA,ACCESS PANEL,,Embraer,N / A,,0,,,
190-26124-408,,AR,1,EA,ACCESS PANEL,,Embraer,N / A,,0,,,
190-26124-408,,AR,1,EA,ACCESS PANEL,,Embraer,N / A,,0,,,
190-26130-406,,AR,1,EA,ACCESS PANEL,,Embraer,NSN,,0,,,
190-26268-403,,AR,1,EA,L/H EMERGENCY LIGHT SUPPORT,,Embraer,N/A,,0,,,
190-26268-404,,AR,1,EA,EMERGENCY LIGHT SUPPORT,,Embraer,N/A,,0,,,
190-26299-407,,AR,1,EA,FUSELAGE PANEL,,Embraer,N/A,,0,,,
190-26407-901,,AR,1,EA,L/H EMERGENCY LIGHT LENS,,Embraer,476,,0,,,
190-26407-902,,AR,1,EA,R/H EMERGENCY LIGHT LENS,,Embraer,490,,0,,,
190-28120-404,,AR,1,EA,ACCESS DOOR,,Embraer,N/A,,0,,,
190-30522-421,,AR,1,EA,FUEL ACCESS PANEL,,Embraer,N / A,,0,,,
190-30522-421,,AR,1,EA,FUEL ACCESS PANEL,,Embraer,N / A,,0,,,
190-31070-421,,AR,1,EA,"FUEL PANEL, ACCESS DOOR ASSY",,Embraer,N/A,,0,,,
190-31384-901,,AR,1,EA,LANDING LIGHT LENS ASSY LH,,Embraer,N / A,,0,,,
190-31384-901,,AR,1,EA,LANDING LIGHT LENS ASSY LH,,Embraer,N / A,,0,,,
190-31384-902,,AR,1,EA,LANDING LIGHT LENS ASSY RH,,Embraer,N / A,,0,,,
190-31384-902,,AR,1,EA,LANDING LIGHT LENS ASSY RH,,Embraer,N / A,,0,,,
190-31652-021,,AR,1,EA,SLAT TRACK ASSORTED COMPONENTS,,Embraer,NSN,,0,,,
190-31662-021,,AR,1,EA,SLAT TRACK ASSORTED COMPONENTS,,Embraer,NSN,,0,,,
190-32051-421,,AR,1,EA,WING PANEL,,Embraer,3588422,,0,,,
190-32053-022,,AR,1,EA,R/H U/C MAIN JACK ACCESS PANEL,,Embraer,35799156,,0,,,
190-33100-421,,AR,1,EA,FUEL ACCESS PANEL #1 LH,,Embraer,F035685874,,0,,,
190-33100-422,,AR,1,EA,FUEL ACCESS PANEL #1 RH,,Embraer,F035687732,,0,,,
190-33101-421,,AR,1,EA,FUEL ACCESS PANEL #2 LH,,Embraer,F035685874,,0,,,
190-33102-421,,AR,1,EA,FUEL ACCESS PANEL #3 LH,,Embraer,F035685874,,0,,,
190-33102-422,,AR,1,EA,FUEL ACCESS PANEL #3 RH,,Embraer,F035687732,,0,,,
971-4193-001,,AI,1,EA,ACCELEROMETER,,Boeing,11709,,0,,,
190-33104-421,,AR,1,EA,FUEL ACCESS PANEL #6 RH,,Embraer,F035685874,,0,,,
190-33104-421,,AR,1,EA,FUEL ACCESS PANEL #6 RH,,Embraer,F035687732,,0,,,
190-33106-421,,AR,1,EA,FUEL ACCESS PANEL #8 RH,,Embraer,N / A,,0,,,
190-33106-421,,AR,1,EA,FUEL ACCESS PANEL #8 RH,,Embraer,N / A,,0,,,
190-33106-421,,AR,1,EA,FUEL ACCESS PANEL #8 RH,,Embraer,N / A,,0,,,
190-33106-421,,AR,1,EA,FUEL ACCESS PANEL #8 RH,,Embraer,N / A,,0,,,
190-33106-421,,AR,1,EA,FUEL ACCESS PANEL #8 RH,,Embraer,N / A,,0,,,
190-33106-421,,AR,1,EA,FUEL ACCESS PANEL #8 RH,,Embraer,N / A,,0,,,
190-33107-421,,AR,1,EA,FUEL ACCESS PANEL #11,,Embraer,F035687732,,0,,,
190-33111-421,,AR,1,EA,FUEL ACCESS PANEL #16 LH,,Embraer,N / A,,0,,,
190-33111-421,,AR,1,EA,FUEL ACCESS PANEL #16 LH,,Embraer,N / A,,0,,,
190-33115-421,,AR,1,EA,OUTER WING ACCESS PANEL,,Embraer,N/A,,0,,,
190-33115-422,,AR,1,EA,FUEL TANK ACCESS PANEL,,Embraer,N/A,,0,,,
190-33116-421,,AR,1,EA,FUEL ACCESS PANEL #6 LH,,Embraer,F035685874,,0,,,
190-33116-421,,AR,1,EA,FUEL ACCESS PANEL #6 LH,,Embraer,F035687732,,0,,,
190-33117-421,,AR,1,EA,FUEL ACCESS PANEL #15 RH,,Embraer,F035687732,,0,,,
190-33117-421,,AR,1,EA,FUEL ACCESS PANEL #15 RH,,Embraer,F035685874,,0,,,
190-33121-021,,AR,1,EA,RETAINER ACCESS DOOR 2 AL,,Embraer,F035569988,,0,,,
190-33124-021,,AR,1,EA,RETAINER ACCESS DOOR 6 AL,,Embraer,N / A,,0,,,
190-33124-021,,AR,1,EA,RETAINER ACCESS DOOR 6 AL,,Embraer,N / A,,0,,,
190-33126-021,,AR,1,EA,RETAINER ACCESS DOOR 8 9 10 AL,,Embraer,N / A,,0,,,
190-33126-021,,AR,1,EA,RETAINER ACCESS DOOR 8 9 10 AL,,Embraer,N / A,,0,,,
190-33126-021,,AR,1,EA,RETAINER ACCESS DOOR 8 9 10 AL,,Embraer,N / A,,0,,,
190-33126-021,,AR,1,EA,RETAINER ACCESS DOOR 8 9 10 AL,,Embraer,N / A,,0,,,
190-33126-021,,AR,1,EA,RETAINER ACCESS DOOR 8 9 10 AL,,Embraer,N / A,,0,,,
975302-1,,SV,1,EA,VALVE-PUMP UNLOADER SYSTEM #3,,Embraer,736,,0,,,
190-33126-021,,AR,1,EA,RETAINER ACCESS DOOR 8 9 10 AL,,Embraer,N / A,,0,,,
190-33136-021,,AR,1,EA,RETAINER ACCESS DOOR 5 AL,,Embraer,N/A,,0,,,
190-33401-022,,AR,1,EA,FUEL ACCESS PANEL #2 RH,,Embraer,NSN,,0,,,
975303-3,,SV,1,EA,VALVE-PRIORITY,,Embraer,2096,,0,,,
190-33405-021,,AR,1,EA,FUEL ACCESS PANEL #7,,Embraer,N/A,,0,,,
190-33405-022,,AR,1,EA,FUEL ACCESS PANEL #7 RH,,Embraer,N/A,,0,,,
190-33407-021,,AR,1,EA,FUEL ACCESSS PANEL #11 LH,,Embraer,N/A,,0,,,
190-33408-021,,AR,1,EA,FUEL ACCESS PANEL #12 LH,,Embraer,N/A,,0,,,
190-33408-022,,AR,1,EA,FUEL ACCESS PANEL #11,,Embraer,N/A,,0,,,
190-34001-423,,AR,1,EA,WINGLET ASSY,,Embraer,415,,0,,,
190-34001-424,,AR,1,EA,WINGLET ASSY,,Embraer,415,,0,,,
190-36702-003,,AR,1,EA,SLAT TRACK ENGAGEMENT COG,,Embraer,SNE6929,,0,,,
190-36801-403,,AR,1,EA,"TRACK 1 ASSY LINKAGE, LH",,Embraer,X357SNAAD001821,,0,,,
190-36801-404,,AR,1,EA,"TRACK 1 ASSY LINKAGE, RH",,Embraer,X357SNAAD001822,,0,,,
190-36801-405,,AR,1,EA,SLAT TRACK,,Embraer,AD002995,,0,,,
190-36801-406,,AR,1,EA,SLAT TRACK,,Embraer,AD002996,,0,,,
190-36802-403,,AR,1,EA,"TRACK 2 ASSY LINKAGE, LH",,Embraer,X357SNAAD002095,,0,,,
190-36802-404,,AR,1,EA,"TRACK 2 ASSY LINKAGE, RH",,Embraer,X360SNAAD002105,,0,,,
190-36802-405,,AR,1,EA,SLAT TRACK,,Embraer,AD002749,,0,,,
190-36802-406,,AR,1,EA,SLAT TRACK,,Embraer,AD002752,,0,,,
190-36803-403,,AR,1,EA,"TRACK 3 ASSY LINKAGE, LH",,Embraer,X357SNAAD001899,,0,,,
190-36803-404,,AR,1,EA,"TARCK 3 ASSY LINKAGE , RH",,Embraer,X360SNAAD001916,,0,,,
A12SA,,SV,1,EA,VOICE GUN/ELEC MEG PHONE,,Embraer,367MG2,,0,,,
A12SA,,SV,1,EA,VOICE GUN/ELEC MEG PHONE,,Embraer,367MG1,,0,,,
190-36803-405,,AR,1,EA,SLAT TRACK,,Embraer,AD001612,,0,,,
190-36803-406,,AR,1,EA,SLAT TRACK,,Embraer,AD002991,,0,,,
190-36804-405,,AR,1,EA,"TRACK 4 ASSY LINKAGE , LH",,Embraer,X357SNAAD002317,,0,,,
190-36804-406,,AR,1,EA,"TRACK 4 ASSY LINKAGE, RH",,Embraer,X359SNAAQD002334,,0,,,
190-36804-407,,AR,1,EA,SLAT TRACK,,Embraer,AD002846,,0,,,
190-36804-408,,AR,1,EA,SLAT TRACK,,Embraer,AD002847,,0,,,
190-36805-405,,AR,1,EA,"TRACK 5 ASSY LINKAGE, LH",,Embraer,X357SNAAD002211,,0,,,
190-36805-406,,AR,1,EA,"TRACK 5 ASSY LINKAGE, RH",,Embraer,X357SNAAD002212,,0,,,
190-36805-407,,AR,1,EA,SLAT TRACK,,Embraer,AD002200,,0,,,
190-36805-408,,AR,1,EA,SLAT TRACK,,Embraer,AD002584,,0,,,
190-36806-405,,AR,1,EA,"TRACK 6 ASSY LINKAGE, LH",,Embraer,X357SNAAD001303,,0,,,
190-36806-406,,AR,1,EA,"TRACK 6 ASSY LINKAGE, RH",,Embraer,X357SNAAD002330,,0,,,
190-36806-407,,AR,1,EA,SLAT TRACK,,Embraer,AD002842,,0,,,
190-36806-408,,AR,1,EA,SLAT TRACK,,Embraer,AD002843,,0,,,
A25315-1,,SV,1,EA,PARK BRKOPERT VALVE,,Airbus,H2835,,0,,,
190-36807-405,,AR,1,EA,"TRACK 7 ASSY LINKAGE, LH",,Embraer,X360SNAAD001872,,0,,,
A25316-101,,SV,1,EA,VALVE,,Airbus,H3190,,0,,,
190-36807-406,,AR,1,EA,"TRACK 7 ASSY LINKAGE, RH",,Embraer,X357SNAAD001866,,0,,,
A25434006-3000,,SV,1,EA,DUAL DISTRIBUT VALVE,,Airbus,H3078,,0,,,
190-36807-407,,AR,1,EA,SLAT TRACK,,Embraer,AD003168,,0,,,
190-36807-408,,AR,1,EA,SLAT TRACK,,Embraer,AD002810,,0,,,
190-36808-405,,AR,1,EA,"TRACK 8 ASSY LINKAGE, LH",,Embraer,X357SNAAD002183,,0,,,
190-36808-406,,AR,1,EA,"TRACK 8 ASSY LINKAGE, RH",,Embraer,X357SNAAD002184,,0,,,
190-36808-407,,AR,1,EA,SLAT TRACK,,Embraer,AD003055,,0,,,
190-36808-408,,AR,1,EA,SLAT TRACK,,Embraer,AD003056,,0,,,
190-36809-405,,AR,1,EA,"TRACK 9 ASSY LINKAGE, LH",,Embraer,X357SNAAD002188,,0,,,
190-36809-406,,AR,1,EA,"TRACK 9 ASSY LINKAGE, RH",,Embraer,X357SNAAD002190,,0,,,
190-36809-407,,AR,1,EA,SLAT TRACK,,Embraer,AD002982,,0,,,
ACP2788AB04,,SV,1,EA,AUDIO CONTROL PANEL,,Airbus,1146,,0,,,
190-36809-408,,AR,1,EA,SLAT TRACK,,Embraer,AD002983,,0,,,
190-38100-001,,AR,1,EA,FLAP TRACK I/N FLAP #1 L/H,,Embraer,N/A,,0,,,
190-38100-002,,AR,1,EA,FLAP TRACK I/B FLAP #1 R/H,,Embraer,N/A,,0,,,
AMU2790CB04,,SV,1,EA,AMU - AUDIO MANAGEMENT UNIT,,Airbus,790,,0,,,
AMU2790CB06,,SV,1,EA,AMU-AUDIO MANAGEMENT UNIT,,Airbus,1828,,0,,,
APE5100,,SV,1,EA,COCKPIT CLOCK,,Airbus,20,,0,,,
APS2300 APU-BOX,,SV,1,EA,APU SHIPPING CONTAINER FOR APS2300,,Embraer,N / A,,0,,,
190-38102-001,,AR,1,EA,INBOARD FLAP TRACK,,Embraer,N/A,,0,,,
190-38102-002,,AR,1,EA,INB FLAP TRACK,,Embraer,NSN,,0,,,
190-38103-001,,AR,1,EA,OUTBOARD FLAP TRACK,,Embraer,N/A,,0,,,
190-38103-002,,AR,1,EA,O/B FLAP TRACK,,Embraer,NSN,,0,,,
190-38301-403,,AR,1,EA,FLAP ASSY,,Embraer,409,,0,,,
APU LOG BOOK,,SV,1,EA,APU LOG BOOK,,Embraer,HSC-E1023759-1,,0,,,
190-38301-404,,AR,1,EA,FLAP ASSY,,Embraer,411,,0,,,
190-38605-407,,AR,1,EA,SPOILER 1 ASSY,,Embraer,375,,0,,,
190-38605-407,,AR,1,EA,SPOILER 1 ASSY,,Embraer,415,,0,,,
190-38605-408,,AR,1,EA,SPOILER 1 ASSY,,Embraer,375,,0,,,
190-38605-408,,AR,1,EA,SPOILER 1 ASSY,,Embraer,414,,0,,,
190-38651-407,,AR,1,EA,SPOILER2 ASSY,,Embraer,374,,0,,,
190-38651-407,,AR,1,EA,SPOILER2 ASSY,,Embraer,413,,0,,,
190-38651-408,,AR,1,EA,SPOILER2 ASSY,,Embraer,374,,0,,,
190-38651-408,,AR,1,EA,SPOILER2 ASSY,,Embraer,411,,0,,,
190-38701-407,,AR,1,EA,"SPOILER3 ASSY,LH",,Embraer,374,,0,,,
190-38701-407,,AR,1,EA,"SPOILER3 ASSY,LH",,Embraer,411,,0,,,
190-38729-407,,AR,1,EA,"SPOILER3 ASSY,RH",,Embraer,373,,0,,,
190-38729-407,,AR,1,EA,"SPOILER3 ASSY,RH",,Embraer,414,,0,,,
190-38731-407,,AR,1,EA,"SPOILER4 ASSY,LH",,Embraer,411,,0,,,
190-38731-407,,AR,1,EA,"SPOILER4 ASSY,LH",,Embraer,372,,0,,,
190-38759-407,,AR,1,EA,"SPOILER4 ASSY,RH",,Embraer,413,,0,,,
AV13J5144,,SV,1,EA,FUEL CONNECT/BYPASS VALVE,,Boeing,AA92088,,0,,,
190-38759-407,,AR,1,EA,"SPOILER4 ASSY,RH",,Embraer,371,,0,,,
190-38761-407,,AR,1,EA,"SPOILER5 ASSY,LH",,Embraer,413,,0,,,
190-38761-407,,AR,1,EA,"SPOILER5 ASSY,LH",,Embraer,371,,0,,,
190-38789-407,,AR,1,EA,"SPOILER5 ASSY,RH",,Embraer,410,,0,,,
B372BAM0511,,SV,1,EA,SPOILER ELEVATOR COMPUTER,,Airbus,Q00136011395,,0,,,
190-38789-407,,AR,1,EA,"SPOILER5 ASSY,RH",,Embraer,373,,0,,,
B372BAM0515,,SV,1,EA,SPOILER ELEVATOR COMPUTER,,Airbus,Q00136011001,,0,,,
B401ACM0507,,SV,1,EA,CF DIU-C F D1SPLY UNT,,Airbus,416,,0,,,
190-38801-405,,AR,1,EA,"AILERON ASSY,LH",,Embraer,415,,0,,,
190-38801-405,,AR,1,EA,"AILERON ASSY,LH",,Embraer,379,,0,,,
B546CCM0106,,SV,1,EA,FLIGHT MANAGMENT COMPUTER,,Airbus,6612,,0,,,
190-38801-406,,AR,1,EA,"AILERON ASSY,RH",,Embraer,416,,0,,,
190-38801-406,,AR,1,EA,"AILERON ASSY,RH",,Embraer,226,,0,,,
190-39390-405,,AR,1,EA,DOOR ASSY,,Embraer,376,,0,,,
190-39390-406,,AR,1,EA,DOOR ASSY,,Embraer,372,,0,,,
190-39470-411,,AR,1,EA,DOOR ASSY,,Embraer,417,,0,,,
190-39470-411,,AR,1,EA,DOOR ASSY,,Embraer,378,,0,,,
190-39470-412,,AR,1,EA,DOOR ASSY,,Embraer,374,,0,,,
190-39470-412,,AR,1,EA,DOOR ASSY,,Embraer,413,,0,,,
190-45412-401,,AR,1,EA,PSU,,Embraer,EM020447,,0,,,
190-45413-401,,AR,1,EA,PSU,,Embraer,EM020448,,0,,,
190-45451-401,,AR,1,EA,FILLER O/W EXIT PANEL ASSY,,Embraer,EM020451,,0,,,
190-55161-403,,AR,1,EA,LH WAI TELESCOPIC DUCT,,Embraer,B5005-2,,0,,,
190-55163-403,,AR,1,EA,RH WAI TELESCOPIC DUCT,,Embraer,B5102-2,,0,,,
190-62062-411,,AR,1,EA,ELEVATOR COMPLETION,,Embraer,754,,0,,,
190-62062-412,,AR,1,EA,ELEVATOR COMPLETION,,Embraer,734,,0,,,
190-62062-413,,AR,1,EA,ELEVATOR L/H,,Embraer,804,,0,,,
190-62062-414,,AR,1,EA,ELEVATOR R/H,,Embraer,784,,0,,,
190-70980-405,,AR,1,EA,RETRACTION ACTUATOR MLG - EQUIPPED,,Embraer,870,,0,,,
190-70980-405,,AR,1,EA,RETRACTION ACTUATOR MLG - EQUIPPED,,Embraer,866,,0,,,
190-71100-405,,AR,1,EA,DOWNLOCK REALEASE ACTUATOR MLG,,Embraer,1491,,0,,,
190-71100-405,,AR,1,EA,DOWNLOCK REALEASE ACTUATOR MLG,,Embraer,1586,,0,,,
190-71100-405,,AR,1,EA,DOWNLOCK REALEASE ACTUATOR MLG,,Embraer,1587,,0,,,
190-71341-403,,AR,1,EA,MECHANISM,,Embraer,1369963/001,,0,,,
190-83000-413,,AR,1,EA,DOOR,,Embraer,L0681-1,,0,,,
190-83000-413,,AR,1,EA,DOOR,,Embraer,L0663-2,,0,,,
190-83000-413,,AR,1,EA,DOOR,,Embraer,L0733-2,,0,,,
190-83000-413,,AR,1,EA,DOOR,,Embraer,L0732-1,,0,,,
190-92001-431,,AR,1,EA,L/H FLAP TRACK CARRIAGE #1,,Embraer,644905,,0,,,
190-92001-432,,AR,1,EA,INB FLAP TRACK CARRIAGE ASSY #1,,Embraer,642644,,0,,,
190-92051-431,,AR,1,EA,O/B FLAP TRACK CARRIAGE #4,,Embraer,643743,,0,,,
190-92051-432,,AR,1,EA,R/H FLAP TRACK CARRIAGE #4,,Embraer,640445,,0,,,
190-92101-431,,AR,1,EA,O/B FLAP TRACK CARRIAGE # 4,,Embraer,641679,,0,,,
190-92101-432,,AR,1,EA,R/H FLAP TRACK CARRIAGE #4,,Embraer,641678,,0,,,
190-92101-432,,AR,1,EA,R/H FLAP TRACK CARRIAGE #4,,Embraer,641681,,0,,,
190-92101-432,,AR,1,EA,R/H FLAP TRACK CARRIAGE #4,,Embraer,641682,,0,,,
190-92151-431,,AR,1,EA,FLAP TRACK SUPPORT #1,,Embraer,549854,,0,,,
190-92151-431,,AR,1,EA,FLAP TRACK SUPPORT #1,,Embraer,644919,,0,,,
190-92151-432,,AR,1,EA,FLAP TRACK SUPPORT #1,,Embraer,549855,,0,,,
190-92151-432,,AR,1,EA,FLAP TRACK SUPPORT #1,,Embraer,643755,,0,,,
190-92191-421,,AR,1,EA,FLAP TRACK SUPPORT #2,,Embraer,521961,,0,,,
190-92191-422,,AR,1,EA,FLAP TRACK SUPPORT #2,,Embraer,545803,,0,,,
190-92221-421,,AR,1,EA,FLAP TRACK SUPPORT #3,,Embraer,546171,,0,,,
190-92221-422,,AR,1,EA,FLAP TRACK SUPPORT #3,,Embraer,545801,,0,,,
190-92245-421,,AR,1,EA,FLAP TRACK SUPPORT #4,,Embraer,546006,,0,,,
C16393AA02,,SV,1,EA,INDICATOR-ISIS INTEGRATED STANDBY INDICATING SYSTE,,Embraer,C16393001226,,0,,,
C16393AA02,,SV,1,EA,INDICATOR-ISIS INTEGRATED STANDBY INDICATING SYSTE,,Embraer,C16393000433,,0,,,
190-92245-422,,AR,1,EA,FLAP TRACK SUPPORT #4,,Embraer,543754,,0,,,
190-92270-031,,AR,1,EA,I/B FLAP TRACK #2,,Embraer,N / A,,0,,,
