Part Number;Description;Category;Qty In Stock;UM;Cond
60-5174-1;POWER SUPPLY, DUAL STROBE;Embraer 190;1;EA;AR
60-5174-1;POWER SUPPLY, DUAL STROBE;Embraer 190;1;EA;SV
60592-101;RESERVOIR;A319;1;EA;AR
606515-1;CHECK, VALVE;B777;1;EA;AR
607400-1-1;TEMP SELECTOR;B737;1;EA;SV
607400-1-1;TEMP SELECTOR;B737;1;EA;SV
607518-2;RAM AIR CONTROL;B737;1;EA;AR
607518-2;RAM AIR CONTROL;B737;1;EA;SV
60-75502;HOUSING;;1;EA;AR
60-75502;HOUSING;;1;EA;AR
60-75502;HOUSING;;1;EA;AR
60-755100-5;MOTOR-FUEL BOOST PUMP;B737;1;EA;AR
60-98907;MOTOR IMP. HOUSING;B737-800;1;EA;AR
60-98907;MOTOR IMP. HOUSING;B737-800;1;EA;AR
60-989100-5;FUEL PUMP;B737;1;EA;AR
6100-11;HYD FLUID LEVEL INDICATOR;F50;1;EA;AR
610870-0004;TAPPING UNIT;A319;1;EA;AR
610870-0004;TAPPING UNIT;A319;1;EA;AR
610870-0004;TAPPING UNIT;A319;1;EA;AR
610870-0004;TAPPING UNIT;A319;1;EA;AR
610870-0004;TAPPING UNIT;A319;1;EA;AR
610870-0004;TAPPING UNIT;A319;1;EA;AR
610870-0004;TAPPING UNIT;A319;1;EA;AR
610870-0004;TAPPING UNIT;A319;1;EA;AR
610870-0004;TAPPING UNIT;A319;1;EA;AR
610870-0004;TAPPING UNIT;A319;1;EA;AR
610870-0004;TAPPING UNIT;A319;1;EA;AR
610870-0004;TAPPING UNIT;A319;1;EA;AR
610SE01;BASE CONTACTOR;A319;1;EA;AR
610SE01;BASE CONTACTOR;A319;1;EA;AR
610SE01;BASE CONTACTOR;A319;1;EA;AR
610SE01;BASE CONTACTOR;A319;1;EA;AR
6-1404-0000-4;HYDRAULIC HAND PUMP;A319;1;EA;AR
6-1404-0000-4;HYDRAULIC HAND PUMP;A319;1;EA;AR
6-1404-0102-4;HANDLE-HYDRAULIC PUMP;A321;1;EA;AR
6147-3;FLOW REGULATOR VALVE;B737-800;1;EA;SV
617166-1;SENSOR - RAM AIR;B737-700;1;EA;AR
617166-1;SENSOR - RAM AIR;B737-700;1;EA;AR
620SE01Y1;BASE CONTACTOR;A319;1;EA;AR
622-5130-020;WEATHER RADAR CONTROL PANEL;A321;1;EA;AR
622-5130-802;WX RADAR CONTROL PANEL;B737-800;1;EA;SV
622-5133-007;WXR MOUNT;B737-800;1;EA;SV
622-5133-007;WXR MOUNT;B737-800;1;EA;SV
622-5135-201;ANTENNA DRIVE;F100;1;EA;SV
622-5137-601;ANTENNA PLATE;A319;1;EA;AR
622-5222-020;RECEIVER - ADF;A321;1;EA;AR
622-5222-020;RECEIVER - ADF;A321;1;EA;AR
622-5272-020;HF TRANSCEIVER;BAE146;1;EA;AR
622-5272-020;HF TRANSCEIVER;BAE146;1;EA;AR
622-7878-301;ATC TRANSPONDER;A321;1;EA;AR
622-7878-301;ATC TRANSPONDER;A321;1;EA;AR
622-8971-322;TCAS;A321;1;EA;AR
622-8973-001;TCAS ANTENNA;B737-700;1;EA;OH
622-8973-001;TCAS ANTENNA;B737-700;1;EA;OH
622EN94-6;MICROSWITCH;Embraer 190;1;EA;AR
62364-101;SLIDE COVER, DECORATIVE;A321;1;EA;AR
62364-301;SLIDE COVER, DECORATIVE;A321;1;EA;AR
62364-301;SLIDE COVER, DECORATIVE;A321;1;EA;AR
62364-301;SLIDE COVER, DECORATIVE;A321;1;EA;AR
62369-101;SLIDE COVER, DECORATIVE;A321;1;EA;AR
62369-301;SLIDE COVER, DECORATIVE;A321;1;EA;AR
627570-1;TEMPERATURE SENSOR;B737;1;EA;AR
627570-1;TEMPERATURE SENSOR;B737;1;EA;AR
630CC01Y1;CONTACTOR SINGLE POLE;A319;1;EA;AR
630CC01Y1;CONTACTOR SINGLE POLE;A319;1;EA;AR
630CC01Y1;CONTACTOR SINGLE POLE;A319;1;EA;AR
630CC01Y1;CONTACTOR SINGLE POLE;A319;1;EA;AR
630CC04A1Y00;CONTACTOR;A320;1;EA;AR
630CC04A1Y00;CONTACTOR;A320;1;EA;AR
630CC04A2Y00;CONTACTOR - SINGLE POLE;A319;1;EA;AR
630CC04A2Y00;CONTACTOR - SINGLE POLE;A319;1;EA;AR
6343-16917-2;GEARBOX AND MOTOR ASSY;A321;1;EA;AR
6373-2;HYDRAULIC FLOW REGULATOR;B737-700;1;EA;AR
640CC01Y1;CONTACTOR- SINGLE POLE;A319;1;EA;AR
640CC01Y1;CONTACTOR- SINGLE POLE;A319;1;EA;AR
640CC01Y1;CONTACTOR- SINGLE POLE;A319;1;EA;AR
640CC01Y1;CONTACTOR- SINGLE POLE;A319;1;EA;AR
640CC01Y1;CONTACTOR- SINGLE POLE;A319;1;EA;AR
640CC01Y1;CONTACTOR- SINGLE POLE;A319;1;EA;AR
640CC01Y1;CONTACTOR- SINGLE POLE;A319;1;EA;AR
640CC01Y1;CONTACTOR- SINGLE POLE;A319;1;EA;AR
640CC04A2Y00;CONTACTOR-SINGLE POLE;A320;1;EA;AR
640CC04A2Y00;CONTACTOR-SINGLE POLE;A320;1;EA;AR
64300-210;BOOM SET;A319;1;EA;AR
64300-210;BOOM SET;A319;1;EA;AR
64300-210;BOOM SET;A319;1;EA;AR
645172-2;VACUUM WASTE BLOWER;B737-700;1;EA;OH
64882-206-1;INDICATOR-BRAKE PRESSURE;A319;1;EA;SV
64882-206-1;INDICATOR-BRAKE PRESSURE;A319;1;EA;AR
65-16323-34;WINDOW #3 FIXED;B737-700;1;EA;AI
65-17821-21;MODULAR PACKGE ASSY;B737-700;1;EA;AR
65-17821-21;MODULAR PACKGE ASSY;B737-700;1;EA;SV
65-44681-18;MODULAR ASSEMBLY;B737-800;1;EA;SV
65-44751-2;LOCK ACTUATOR ASSY;B737-700;1;EA;AR
65-44751-2;LOCK ACTUATOR ASSY;B737-700;1;EA;AR
65-44891-8;MODULAR PACKAGE ASSY;B737;1;EA;SV
65-44981-6;GRD SERV MODULAR PACKAGE;B737-700;1;EA;AR
65-44981-6;GRD SERV MODULAR PACKAGE;B737-700;1;EA;OH
655CC01Y1;CONTACTOR - SINGLE POLE;A321;1;EA;AR
655CC01Y1;CONTACTOR - SINGLE POLE;A321;1;EA;AR
65-84209-21;AUTO SPEED BRAKE CONTROL;B737;1;EA;SV
65C25410-7;RUDDER CENTERING UNIT;B737-800;1;EA;AR
65C25465-23;ELEV FEEL & CENTERING UNIT;B737-700;1;EA;SV
65C26864-3;O/B GRD SPOILER ACTUATOR;B737-700;1;EA;OH
65C33409-3;DIMMING RELAY MODULE;;1;EA;AR
664700500A4D;LANDING GEAR CONTROL;A319;1;EA;AR
664700500A4D;LANDING GEAR CONTROL;A319;1;EA;AR
664700500A4D;LANDING GEAR CONTROL;A319;1;EA;SV
67262-001-003;OVEN;A319;1;EA;AI
67262-001-003;OVEN;A319;1;EA;AI
6730B01;FAN AIR VALVE;A319;1;EA;AR
6730B01;FAN AIR VALVE;A319;1;EA;AR
6730B01;FAN AIR VALVE;A319;1;EA;AR
6730B01;FAN AIR VALVE;A319;1;EA;SV
6730F010000;VALVE FAN AIR;A321;1;EA;SV
67321-27-250;SWTCH-TH;B737;1;EA;AR
67321-27-250;SWTCH-TH;B737;1;EA;AR
69-14106-7;NLG HYD TRANSFER CYLINDER;;1;EA;AR
693335;PUMP ELECTRIC;A319;1;EA;AI
69-37317-300;HYD PUMP MODULE(P5-8);B737-700;1;EA;SV
69-55179-78;LIGHT DIMMING MODULE;CFM56-7B;1;EA;AR
69-76435-5;FLOOD/PANEL LIGHTING MODULE;B737-700;1;EA;AR
69-78190-1;VIDEO MONITOR ANNUNCIATOR;B737-800;1;EA;AR
6989405300;WINDSHIELD WIPER;A320;1;EA;AR
6989405400;WINDSHIELD WIPER;A320;1;EA;AR
6A4504;HARNESS, ASSY;V2500-A5;1;EA;AR
6A4716;HARNESS, ASSY;V2500-A5;1;EA;AR
6A5668;HARNESS ASSY;V2500-A5;1;EA;AR
6A5668;HARNESS ASSY;V2500-A5;1;EA;AR
6A5877;HARNESS ASSY;V2500-A5;1;EA;AR
6A5877;HARNESS ASSY;V2500-A5;1;EA;AR
6A7447;HARNESS,ASSY EEC FAN;V2500-A5;1;EA;AR
6A8171;HARNESS, ASSY;V2500-A5;1;EA;AR
6A8171;HARNESS, ASSY;V2500-A5;1;EA;AR
700-2146-001;BOX - JUNCTION;A321;1;EA;AR
700-2200-001;VIDEO DIST UNIT;;1;EA;AR
700-2200-001;VIDEO DIST UNIT;;1;EA;AR
700-2200-001;VIDEO DIST UNIT;;1;EA;AR
700-2200-001;VIDEO DIST UNIT;;1;EA;AR
700-2200-001;VIDEO DIST UNIT;;1;EA;AR
70-0466-1;MULTI-CHANEL DIMMER UNIT;Embraer 190;1;EA;SV
7012-17971-3;VALVE, OUTFLOW;A319;1;EA;AR
70200;VALVE 2-2 WAY MAN. BLEED;;1;EA;AR
70200;VALVE 2-2 WAY MAN. BLEED;;1;EA;AR
70200;VALVE 2-2 WAY MAN. BLEED;;1;EA;AR
7021450-801;WEATHER RADAR;EMB170;1;EA;SV
7021479-4;RADAR FLAT PLATE, 24-INCH;Embraer 190;1;EA;SV
7021479-4;RADAR FLAT PLATE, 24-INCH;Embraer 190;1;EA;AR
7024440-1903;PWR902 POWER MODULE;Embraer 190;1;EA;SV
7024440-1903;PWR902 POWER MODULE;Embraer 190;1;EA;SV
7024440-1903;PWR902 POWER MODULE;Embraer 190;1;EA;AR
7024440-1903;PWR902 POWER MODULE;Embraer 190;1;EA;AR
7024440-1903;PWR902 POWER MODULE;Embraer 190;1;EA;AR
7024440-1903;PWR902 POWER MODULE;Embraer 190;1;EA;AR
7024440-1903;PWR902 POWER MODULE;Embraer 190;1;EA;AR
7024440-1903;PWR902 POWER MODULE;Embraer 190;1;EA;AR
7024440-1903;PWR902 POWER MODULE;Embraer 190;1;EA;AR
7024440-1903;PWR902 POWER MODULE;Embraer 190;1;EA;AR
7024440-1903;PWR902 POWER MODULE;Embraer 190;1;EA;AR
7024440-1903;PWR902 POWER MODULE;Embraer 190;1;EA;AR
7024440-1903;PWR902 POWER MODULE;Embraer 190;1;EA;AR
7024440-1903;PWR902 POWER MODULE;Embraer 190;1;EA;AR
7025050-941;CC800 - CURSOR CONTROL DEVICE;Embraer 190;1;EA;SV
7025050-941;CC800 - CURSOR CONTROL DEVICE;Embraer 190;1;EA;AR
7025050-941;CC800 - CURSOR CONTROL DEVICE;Embraer 190;1;EA;AI
7025050-941;CC800 - CURSOR CONTROL DEVICE;Embraer 190;1;EA;AR
7025365-1901;GENERIC I/O MODULE;Embraer 190;1;EA;AR
7025365-1901;GENERIC I/O MODULE;Embraer 190;1;EA;SV
7025365-1901;GENERIC I/O MODULE;Embraer 190;1;EA;AR
7025365-1901;GENERIC I/O MODULE;Embraer 190;1;EA;AR
7025365-1901;GENERIC I/O MODULE;Embraer 190;1;EA;AR
7025365-1901;GENERIC I/O MODULE;Embraer 190;1;EA;SV
7026201-801;VHF DIGITAL RADIO;Embraer 190;1;EA;SV
7026201-801;VHF DIGITAL RADIO;Embraer 190;1;EA;AR
7026201-801;VHF DIGITAL RADIO;Embraer 190;1;EA;AR
7026201-804;VHF DIGITAL RADIO FOR DATA MODE;Embraer 190;1;EA;SV
7026201-804;VHF DIGITAL RADIO FOR DATA MODE;Embraer 190;1;EA;AR
7026202-802;VIDL MODULE;Embraer 190;1;EA;SV
7026202-802;VIDL MODULE;Embraer 190;1;EA;AR
7026202-802;VIDL MODULE;Embraer 190;1;EA;AR
7026202-802;VIDL MODULE;Embraer 190;1;EA;AR
7026240-901;MMRC;Embraer 190;1;EA;SV
7026240-901;MMRC;Embraer 190;1;EA;AR
7026534-1902;CONTROL I/O MODULE;Embraer 190;1;EA;AR
7026534-1902;CONTROL I/O MODULE;Embraer 190;1;EA;AR
7026534-1902;CONTROL I/O MODULE;Embraer 190;1;EA;AR
7027208-1903;AVIONICS UNIT MODULE;Embraer 190;1;EA;AR
7027208-1903;AVIONICS UNIT MODULE;Embraer 190;1;EA;AR
7027208-1903;AVIONICS UNIT MODULE;Embraer 190;1;EA;AR
7027208-1903;AVIONICS UNIT MODULE;Embraer 190;1;EA;AR
7027208-1903;AVIONICS UNIT MODULE;Embraer 190;1;EA;AR
7027208-1903;AVIONICS UNIT MODULE;Embraer 190;1;EA;AR
7027208-1903;AVIONICS UNIT MODULE;Embraer 190;1;EA;AR
7027208-1903;AVIONICS UNIT MODULE;Embraer 190;1;EA;AR
7027208-1903;AVIONICS UNIT MODULE;Embraer 190;1;EA;AR
7027208-1903;AVIONICS UNIT MODULE;Embraer 190;1;EA;AR
7027208-1903;AVIONICS UNIT MODULE;Embraer 190;1;EA;AR
7027208-1903;AVIONICS UNIT MODULE;Embraer 190;1;EA;AR
7027208-1903;AVIONICS UNIT MODULE;Embraer 190;1;EA;AR
7027208-1903;AVIONICS UNIT MODULE;Embraer 190;1;EA;AR
7027208-1903;AVIONICS UNIT MODULE;Embraer 190;1;EA;AR
7027208-1903;AVIONICS UNIT MODULE;Embraer 190;1;EA;AR
7027208-1903;AVIONICS UNIT MODULE;Embraer 190;1;EA;AR
7027208-1903;AVIONICS UNIT MODULE;Embraer 190;1;EA;AR
7027208-1903;AVIONICS UNIT MODULE;Embraer 190;1;EA;AR
7027208-1903;AVIONICS UNIT MODULE;Embraer 190;1;EA;AR
7027566-902;BUS COUPLER;Embraer 190;1;EA;AR
7028272-1801;MODULE, ELECTRONIC;Embraer 190;1;EA;SV
7028272-1801;MODULE, ELECTRONIC;Embraer 190;1;EA;AR
7028272-1801;MODULE, ELECTRONIC;Embraer 190;1;EA;AR
7028272-1801;MODULE, ELECTRONIC;Embraer 190;1;EA;AR
7028272-1801;MODULE, ELECTRONIC;Embraer 190;1;EA;AR
7028272-1801;MODULE, ELECTRONIC;Embraer 190;1;EA;AR
7028272-1801;MODULE, ELECTRONIC;Embraer 190;1;EA;AR
7028272-1801;MODULE, ELECTRONIC;Embraer 190;1;EA;AR
7028273-822;ACTUATOR CONTROL ELECTRONICS;Embraer 190;1;EA;AR
7028273-822;ACTUATOR CONTROL ELECTRONICS;Embraer 190;1;EA;AR
7028273-822;ACTUATOR CONTROL ELECTRONICS;Embraer 190;1;EA;AR
7028273-822;ACTUATOR CONTROL ELECTRONICS;Embraer 190;1;EA;AR
7028422-1902;CUSTOM I/O MODULE;Embraer 190;1;EA;SV
7028422-1902;CUSTOM I/O MODULE;Embraer 190;1;EA;AR
7028422-1902;CUSTOM I/O MODULE;Embraer 190;1;EA;AR
7028422-1902;CUSTOM I/O MODULE;Embraer 190;1;EA;AR
7028432-1902;PM AIOP MODULE;Embraer 190;1;EA;AR
7028432-1902;PM AIOP MODULE;Embraer 190;1;EA;AR
7028432-1902;PM AIOP MODULE;Embraer 190;1;EA;AR
7028432-1902;PM AIOP MODULE;Embraer 190;1;EA;AR
7028432-1902;PM AIOP MODULE;Embraer 190;1;EA;AR
7028432-1902;PM AIOP MODULE;Embraer 190;1;EA;AR
7028432-1902;PM AIOP MODULE;Embraer 190;1;EA;AR
7028590-901;GUIDANCE PANEL;Embraer 190;1;EA;SV
7029782-1914;MAU CABINET;Embraer 190;1;EA;AR
7029782-1914;MAU CABINET;Embraer 190;1;EA;AR
7029782-1923;CABINET;Embraer 190;1;EA;AR
7029782-1923;CABINET;Embraer 190;1;EA;AR
7029782-1923;CABINET;Embraer 190;1;EA;AR
7029782-1923;CABINET;Embraer 190;1;EA;AR
7031051-903;DATA MANAGEMENT UNIT;Embraer 190;1;EA;SV
7031051-903;DATA MANAGEMENT UNIT;Embraer 190;1;EA;AR
7034055-1901;CMC MODULE;Embraer 190;1;EA;SV
7034055-1901;CMC MODULE;Embraer 190;1;EA;AR
7034057-1902;PM NIC+PROC MODULE WITH CF MEM;Embraer 190;1;EA;SV
7034057-1902;PM NIC+PROC MODULE WITH CF MEM;Embraer 190;1;EA;AR
7034057-1902;PM NIC+PROC MODULE WITH CF MEM;Embraer 190;1;EA;AR
7034057-1902;PM NIC+PROC MODULE WITH CF MEM;Embraer 190;1;EA;AR
7034057-1902;PM NIC+PROC MODULE WITH CF MEM;Embraer 190;1;EA;AR
7034057-1902;PM NIC+PROC MODULE WITH CF MEM;Embraer 190;1;EA;AR
7034057-1902;PM NIC+PROC MODULE WITH CF MEM;Embraer 190;1;EA;AR
7034057-1902;PM NIC+PROC MODULE WITH CF MEM;Embraer 190;1;EA;AR
7034057-1902;PM NIC+PROC MODULE WITH CF MEM;Embraer 190;1;EA;AR
7034057-1902;PM NIC+PROC MODULE WITH CF MEM;Embraer 190;1;EA;AR
7034057-1902;PM NIC+PROC MODULE WITH CF MEM;Embraer 190;1;EA;AR
7034057-1902;PM NIC+PROC MODULE WITH CF MEM;Embraer 190;1;EA;AR
7036340-803;DISPLAY UNIT;Embraer 190;1;EA;SV
7037620-813;DISPLAY UNIT;Embraer 190;1;EA;SV
7037620-813;DISPLAY UNIT;Embraer 190;1;EA;SV
7037620-813;DISPLAY UNIT;Embraer 190;1;EA;AR
7037620-813;DISPLAY UNIT;Embraer 190;1;EA;AR
7037620-813;DISPLAY UNIT;Embraer 190;1;EA;AR
7037620-813;DISPLAY UNIT;Embraer 190;1;EA;AR
7037620-813;DISPLAY UNIT;Embraer 190;1;EA;AR
7037620-813;DISPLAY UNIT;Embraer 190;1;EA;AR
70400;AIR RELIEF VALVE;A319;1;EA;AR
70400;AIR RELIEF VALVE;A319;1;EA;AR
70400;AIR RELIEF VALVE;A319;1;EA;AR
70400;AIR RELIEF VALVE;A319;1;EA;AR
70400;AIR RELIEF VALVE;A319;1;EA;AR
70400;AIR RELIEF VALVE;A319;1;EA;AR
70400;AIR RELIEF VALVE;A319;1;EA;AR
71404-1;DUAL BRAKE METERING VALVE;B737-700;1;EA;AR
71404-1;DUAL BRAKE METERING VALVE;B737-700;1;EA;SV
716TS06Y;TRANSMITTER UNIT;A319;1;EA;SV
720710-00-04-06;STEAM OVEN;;1;EA;AR
720737-6;CABIN PRESSURE RELIEF VALVE;B737-800;1;EA;SV
720737-6;CABIN PRESSURE RELIEF VALVE;B737-800;1;EA;SV
7304-01-02;FIRE DETECTION UNIT;A319;1;EA;AR
7304-01-02;FIRE DETECTION UNIT;A319;1;EA;AR
7304-01-02;FIRE DETECTION UNIT;A319;1;EA;AR
7304-01-02;FIRE DETECTION UNIT;A319;1;EA;AR
733A0000-01;VALVE;A320;1;EA;AR
736A0000-02;DUCT TEMP SENSOR;A319;1;EA;AR
736A0000-02;DUCT TEMP SENSOR;A319;1;EA;AR
73984300;IDG OIL TEMP T/C;A319;1;EA;AR
740-0235-543;CASCADE;A319;1;EA;AR
740120C;GENERATOR CONTROL UNIT;A319;1;EA;AR
740120C;GENERATOR CONTROL UNIT;A319;1;EA;AR
740120C;GENERATOR CONTROL UNIT;A319;1;EA;AR
740120C;GENERATOR CONTROL UNIT;A319;1;EA;AR
740120C;GENERATOR CONTROL UNIT;A319;1;EA;AR
740120C;GENERATOR CONTROL UNIT;A319;1;EA;SV
740-5966-525;HARNESS, GENERAL SVS;V2500-A5;1;EA;AR
740-5966-525;HARNESS, GENERAL SVS;V2500-A5;1;EA;AR
74-20;FIRE EXT PORTABLE;A319;1;EA;AR
74-20;FIRE EXT PORTABLE;A319;1;EA;AR
74-20;FIRE EXT PORTABLE;A319;1;EA;AR
74-20;FIRE EXT PORTABLE;A319;1;EA;AR
74-20;FIRE EXT PORTABLE;A319;1;EA;AR
74-20;FIRE EXT PORTABLE;A319;1;EA;AR
74-20;FIRE EXT PORTABLE;A319;1;EA;AR
74-20;FIRE EXT PORTABLE;A319;1;EA;AR
74-20;FIRE EXT PORTABLE;A319;1;EA;AR
743-0301-002;AUDIO MULTIPLEXER;B737-800;1;EA;AR
745-1101-505;COMMON NOZZLE ASSY;A319;1;EA;OH
745-4000-501;ENGINE FAN COWL - L/H;A319;1;EA;OH
745-4000-501;ENGINE FAN COWL - L/H;A319;1;EA;AI
745-5862-503;HARNESS;V2500-A5;1;EA;AR
745-5862-901;HARNESS, FIRE DETECT (SYS B);V2500-A5;1;EA;AR
745-5870-503;HARNESS;V2500-A5;1;EA;SV
745-5870-503;HARNESS;V2500-A5;1;EA;AR
746923E;ELECT GEN INTERFACE;A319;1;EA;AR
746923E;ELECT GEN INTERFACE;A319;1;EA;AR
746923E;ELECT GEN INTERFACE;A319;1;EA;AR
747A0000-03;WATER EXTRACTOR;A319;1;EA;AR
747A0000-03;WATER EXTRACTOR;A319;1;EA;AR
747A0000-03;WATER EXTRACTOR;A319;1;EA;AR
747C0000-01;EXTRACTOR - WATER;A321;1;EA;AR
748A0000-08;VALVE, ANTI-ICING;A319;1;EA;AR
748A0000-08;VALVE, ANTI-ICING;A319;1;EA;AR
748A0000-08;VALVE, ANTI-ICING;A319;1;EA;AR
748A0000-08;VALVE, ANTI-ICING;A319;1;EA;SV
748B0000-01;VALVE-ANTI ICING;A321;1;EA;AR
748B0000-01;VALVE-ANTI ICING;A321;1;EA;AR
750A0000-02;VALVE-TRIM AIR;A321;1;EA;AR
7510114-855;ADF MODULE;Embraer 190;1;EA;SV
7510114-855;ADF MODULE;Embraer 190;1;EA;AR
7510184-855;DME MODULE;Embraer 190;1;EA;AR
7510184-855;DME MODULE;Embraer 190;1;EA;AR
7511900-92502;AUDIO CONTROL UNIT;Embraer 190;1;EA;SV
7511900-92703;DIGITAL AUDIO PANEL - AV900;Embraer 190;1;EA;AR
7511900-92703;DIGITAL AUDIO PANEL - AV900;Embraer 190;1;EA;AR
7511900-92703;DIGITAL AUDIO PANEL - AV900;Embraer 190;1;EA;SV
7511900-92703;DIGITAL AUDIO PANEL - AV900;Embraer 190;1;EA;SV
7517400-950;TRANSPONDER MODULE;;1;EA;AR
7517400-950;TRANSPONDER MODULE;;1;EA;SV
7517401-960;MODE S TRANSPONDER;Embraer 190;1;EA;SV
7517401-960;MODE S TRANSPONDER;Embraer 190;1;EA;AR
7517900-55020;COMPUTER RT-951 TCAS 2000;A320;1;EA;AR
7517959-902;MRC CABINET INCL FANS;Embraer 190;1;EA;AR
7517959-902;MRC CABINET INCL FANS;Embraer 190;1;EA;AR
7517959-902;MRC CABINET INCL FANS;Embraer 190;1;EA;AR
7517959-902;MRC CABINET INCL FANS;Embraer 190;1;EA;AR
7517964-917;NETWORK INTERFACE MODULE;Embraer 190;1;EA;SV
7517964-917;NETWORK INTERFACE MODULE;Embraer 190;1;EA;AR
7517964-917;NETWORK INTERFACE MODULE;Embraer 190;1;EA;AR
7519272-901;ACFT PERSONALITY MODULE;Embraer 190;1;EA;SV
7519272-901;ACFT PERSONALITY MODULE;Embraer 190;1;EA;AR
7519272-901;ACFT PERSONALITY MODULE;Embraer 190;1;EA;AR
7519272-901;ACFT PERSONALITY MODULE;Embraer 190;1;EA;AR
7551901;FILTER;B767;1;EA;AR
7552355;FILTER ASSY, HYDRAULIC UTILITY;B737-700;1;EA;SV
756A0000-04;CONDENSER;A321;1;EA;AR
7579078;HYDRAULIC LINE FILTER;CFM56-7B;1;EA;AR
7579078;HYDRAULIC LINE FILTER;CFM56-7B;1;EA;AR
7579078;HYDRAULIC LINE FILTER;CFM56-7B;1;EA;AR
758A0000-02;VALVE BYPASS;A319;1;EA;SV
758A0000-02;VALVE BYPASS;A319;1;EA;AR
759C0000-02;PACK CONTROLLER;A321;1;EA;SV
759D0000-02;CONTROLLER PACK;A319;1;EA;SV
761A0000-04;AIR INLET FLAP ACT;A319;1;EA;SV
761B0000-01;AIR INLET ACTUATOR;A319;1;EA;SV
761B0000-01;AIR INLET ACTUATOR;A319;1;EA;SV
762308B;RAT-RAM AIR TURBINE;A321;1;EA;AR
763A0000-03;SENSOR-TEMPERATURE;A320;1;EA;SV
763A0000-03;SENSOR-TEMPERATURE;A320;1;EA;AR
763A0000-03;SENSOR-TEMPERATURE;A320;1;EA;AR
763A0000-03;SENSOR-TEMPERATURE;A320;1;EA;AR
763A0000-03;SENSOR-TEMPERATURE;A320;1;EA;AR
764B0000-01;SENSOR;A320;1;EA;AR
764B0000-01;SENSOR;A320;1;EA;AR
766A0000-01;SENSOR, TEMP. PNEUMATIC;A319;1;EA;AR
766A0000-01;SENSOR, TEMP. PNEUMATIC;A319;1;EA;AR
766A0000-01;SENSOR, TEMP. PNEUMATIC;A319;1;EA;AR
766A0000-01;SENSOR, TEMP. PNEUMATIC;A319;1;EA;AR
766A0000-01;SENSOR, TEMP. PNEUMATIC;A319;1;EA;AR
766A0000-01;SENSOR, TEMP. PNEUMATIC;A319;1;EA;AR
767A0000-04;TEMP SENSOR;A319;1;EA;AR
767A0000-04;TEMP SENSOR;A319;1;EA;AR
769B0000-01;DOWN STRAEM CHK VALVE;A319;1;EA;AR
769B0000-01;DOWN STRAEM CHK VALVE;A319;1;EA;AR
772A0000-02;SENSOR-TEMPERTURE FOR A320;A321;1;EA;AR
773A0000-01;TEMPERATURE SENSOR;A319;1;EA;AR
773A0000-01;TEMPERATURE SENSOR;A319;1;EA;AR
775C0000-04;CONTROLLER - ZONE;A321;1;EA;AR
775D0000-01;ZONE TEMP CONTROLLER;A319;1;EA;AR
775D0000-01;ZONE TEMP CONTROLLER;A319;1;EA;AR
778A0200-03;PIPE ASSY;A319;1;EA;AR
778A0200-03;PIPE ASSY;A319;1;EA;AR
778A0200-03;PIPE ASSY;A319;1;EA;AR
785-002-61;BMC;A319;1;EA;AR
785-002-61;BMC;A319;1;EA;AR
785-002-7;BLEED MONITORING COMPUTER;A319;1;EA;SV
786A0000-12;FLP/SLT PWR CONTROL UNIT;A319;1;EA;SV
788A0000-02;RIGHT ANGLE GEARBOX;A319;1;EA;AR
788A0000-02;RIGHT ANGLE GEARBOX;A319;1;EA;AR
788A0000-02;RIGHT ANGLE GEARBOX;A319;1;EA;AR
788A0000-02;RIGHT ANGLE GEARBOX;A319;1;EA;AR
788A0000-02;RIGHT ANGLE GEARBOX;A319;1;EA;AR
789830-1;EPR TRANSMITTER;B757;1;EA;AR
789830-1;EPR TRANSMITTER;B757;1;EA;SV
789A0000-02;FLAP LINE GEARBOX;A319;1;EA;AR
789A0000-02;FLAP LINE GEARBOX;A319;1;EA;AR
789A0000-02;FLAP LINE GEARBOX;A319;1;EA;AR
789A0000-02;FLAP LINE GEARBOX;A319;1;EA;AR
789A0000-02;FLAP LINE GEARBOX;A319;1;EA;AR
789A0000-02;FLAP LINE GEARBOX;A319;1;EA;AR
790A0000-02;FLAP BEVEL GEARBOX;A319;1;EA;AR
790A0000-02;FLAP BEVEL GEARBOX;A319;1;EA;AR
791A0000-06;FLAP ACTUATOR;A320;1;EA;SV
791A0000-06;FLAP ACTUATOR;A320;1;EA;AI
791C0000-01;ACTUATOR FLAP 1;A319;1;EA;AR
792-6140-001;HF COUPLER UNIT;F50;1;EA;AR
792-6140-001;HF COUPLER UNIT;F50;1;EA;AR
792-6140-001;HF COUPLER UNIT;F50;1;EA;SV
792A0000-07;FLAP ACTUATOR;A319;1;EA;AR
792A0000-07;FLAP ACTUATOR;A319;1;EA;AR
793C0000-01;ACTUATOR FLAP;A320;1;EA;AR
793C0000-01;ACTUATOR FLAP;A320;1;EA;AR
795040-31-003;DATA MANAGEMENT UNIT;A321;1;EA;AR
796050-1;FUEL DISTRIBUTION VALVE;V2500-A5;1;EA;SV
796050-1;FUEL DISTRIBUTION VALVE;V2500-A5;1;EA;AR
800-008577-1;PLACARD;Embraer 190;1;EA;AR
800-008577-1;PLACARD;Embraer 190;1;EA;AR
800-008577-1;PLACARD;Embraer 190;1;EA;AR
800-008577-1;PLACARD;Embraer 190;1;EA;AR
