Page,Row,Country,Airline,registration,type of aircraft,cn/fn,exreg,mfd,del,QT,Powered by,mtow kg,config,remarks,,,Head:,Email,WEB,TEL,C20,C30,RR,PT6A,C20R,ALL
396,9,Usa ,Vieques Air Link  = V4 / VES,"Antonio G Mellado , Edificio 358, Vieques 765, Puerto Rico",Tel: +1 787 741 3266,Fax: +1 787 741 0545,Email: valair@coqui.net,,,,,,,,#REF!,.,Mr Osvaldo Gonzalez           ,valair@coqui.net       ,www.viequesairlink.com,+1 787 741 3266     ,,,,,,
396,10,Usa ,Vieques Air Link  = V4 / VES,F: 1965,ICAO: VIEQUES Web: www.viequesairlink.com,"Operates scheduled services in Puerto Rico and the US Virgin Islands, Linking San Juan, Ceiba, Culebra and Vieques.",,,,,,,,,#REF!,.,Mr Osvaldo Gonzalez           ,valair@coqui.net       ,www.viequesairlink.com,+1 787 741 3266     ,,,,,,
396,11,Usa ,Vieques Air Link  = V4 / VES,o N555DM,Britten-Norman BN-2A-26 Islander,129,,0695,0710,2,TL O-540-E4C5,2857,Passenger,,#REF!,.,Mr Osvaldo Gonzalez           ,valair@coqui.net       ,www.viequesairlink.com,+1 787 741 3266     ,,,,,,
396,12,Usa ,Vieques Air Link  = V4 / VES,o N663J,Britten-Norman BN-2B-26 Islander,2110,,1189,1189,2,TL O-540-E4C5,2857,Passenger,,#REF!,.,Mr Osvaldo Gonzalez           ,valair@coqui.net       ,www.viequesairlink.com,+1 787 741 3266     ,,,,,,
396,13,Usa ,Vieques Air Link  = V4 / VES,o N723JM,Britten-Norman BN-2A-9 Islander,343,,0502,1011,2,TL O-540-E4C5,2857,Passenger,,#REF!,.,Mr Osvaldo Gonzalez           ,valair@coqui.net       ,www.viequesairlink.com,+1 787 741 3266     ,,,,,,
396,14,Usa ,Vieques Air Link  = V4 / VES,o N861VL,Britten-Norman BN-2B-26 Islander,2155,N861JA,1191,1191,2,TL O-540-E4C5,2857,Passenger,,#REF!,.,Mr Osvaldo Gonzalez           ,valair@coqui.net       ,www.viequesairlink.com,+1 787 741 3266     ,,,,,,
396,15,Usa ,Vieques Air Link  = V4 / VES,o N902VL,Britten-Norman BN-2A-9 Islander,685,N148ES,0899,0899,2,TL O-540-E4C5,2857,Passenger,,#REF!,.,Mr Osvaldo Gonzalez           ,valair@coqui.net       ,www.viequesairlink.com,+1 787 741 3266     ,,,,,,
396,16,Usa ,Vieques Air Link  = V4 / VES,o N903VL,Britten-Norman BN-2B-26 Islander,2019,,1296,1296,2,TL O-540-E4C5,2857,Passenger,,#REF!,.,Mr Osvaldo Gonzalez           ,valair@coqui.net       ,www.viequesairlink.com,+1 787 741 3266     ,,,,,,
396,17,Usa ,Vieques Air Link  = V4 / VES,o N904VL,Britten-Norman BN-2B-26 Islander,3014,,0197,0197,2,TL O-540-E4C5,2857,Passenger,,#REF!,.,Mr Osvaldo Gonzalez           ,valair@coqui.net       ,www.viequesairlink.com,+1 787 741 3266     ,,,,,,
396,18,Usa ,Vieques Air Link  = V4 / VES,o N908VL,Britten-Norman BN-2B-26 Islander,2187,N728JM,0787,1011,2,TL O-540-E4C5,2857,Passenger,,#REF!,.,Mr Osvaldo Gonzalez           ,valair@coqui.net       ,www.viequesairlink.com,+1 787 741 3266     ,,,,,,
396,19,Usa ,Vieques Air Link  = V4 / VES,o N905VL,Britten-Norman BN-2A Mk.III-2 Trislander,1048,N905GD,1189,1189,3,TL O-540-E4C5,4535,Passenger,,#REF!,.,Mr Osvaldo Gonzalez           ,valair@coqui.net       ,www.viequesairlink.com,+1 787 741 3266     ,,,,,,
396,20,Usa ,Vieques Air Link  = V4 / VES,o N906VL,Britten-Norman BN-2A Mk.III-2 Trislander,1060,N906GD,1189,1189,3,TL O-540-E4C5,4535,Passenger,,#REF!,.,Mr Osvaldo Gonzalez           ,valair@coqui.net       ,www.viequesairlink.com,+1 787 741 3266     ,,,,,,
396,21,Usa ,Vieques Air Link  = V4 / VES,o N335VL,Cessna 208B Grand Caravan,208B0964,,0602,0602,1,PWC PT6A-114A,3968,Passenger,,#REF!,.,Mr Osvaldo Gonzalez           ,valair@coqui.net       ,www.viequesairlink.com,+1 787 741 3266     ,,,,1,,1
396,22,Usa ,Vieques Air Link  = V4 / VES,o N742VL,Cessna 208B Grand Caravan,208B1100,N12727,0105,0105,1,PWC PT6A-114A,3968,Passenger,,#REF!,.,Mr Osvaldo Gonzalez           ,valair@coqui.net       ,www.viequesairlink.com,+1 787 741 3266     ,,,,1,,1
396,23,Usa ,VIH Cougar Helicopters Inc,VIH Cougar Helicopters Inc,,,,,,,,,,,#REF!,X,Mr Larry Lippert              ,0,0,+1 360 6471061      ,,,,,,
396,24,Usa ,VIH Cougar Helicopters Inc,"4131 Mitchell Way, Bellingham Airport, Bellingham WA 98226, United States",,Tel: +1 360 6471061,,,,,,,,,#REF!,.,Mr Larry Lippert              ,0,0,+1 360 6471061      ,,,,,,
396,25,Usa ,VIH Cougar Helicopters Inc,Head: Mr Larry Lippert,,,,,,,,,,,#REF!,.,Mr Larry Lippert              ,0,0,+1 360 6471061      ,,,,,,
396,26,Usa ,VIH Cougar Helicopters Inc,o N139WH,AgustaWestland AW139,31031,,1205,0510,2,PWC PT6C-67C,6400,Crew Transfer,,#REF!,.,Mr Larry Lippert              ,0,0,+1 360 6471061      ,,,,,,
396,27,Usa ,VIH Cougar Helicopters Inc,o N901VH,Eurocopter EC135 P2+,0479,C-FLIE,0108,0611,2,PWC PW206B2,2910,Crew Transfer,,#REF!,.,Mr Larry Lippert              ,0,0,+1 360 6471061      ,,,,,,
396,28,Usa ,VIH Cougar Helicopters Inc,o N920VH,Sikorsky S-92A,920061,C-GTCH,0607,1110,2,GE CT7-8A,12020,Crew Transfer,,#REF!,.,Mr Larry Lippert              ,0,0,+1 360 6471061      ,,,,,,
396,29,Usa ,Virgin America  = VX / VRD,Virgin America  = VX / VRD,,,,,,,,,,,#REF!,X,Mr David Cush                 ,bob.weatherly@virginamerica.com       ,www.virginamerica.com,+1 650 762 7000     ,,,,,,
396,30,Usa ,Virgin America  = VX / VRD,"555 Airport Boulevard, Burlingame CA 94010, United States",Tel: +1 650 762 7000,Fax: +1 6507627001,Email: bob.weatherly@virginamerica.com,,,,,,,,#REF!,.,Mr David Cush                 ,bob.weatherly@virginamerica.com       ,www.virginamerica.com,+1 650 762 7000     ,,,,,,
396,31,Usa ,Virgin America  = VX / VRD,,IATA: 984 ICAO: REDWOOD Web: www.virginamerica.com,"US low cost, full service carrier serving an expanding network of major cities from hubs in San Francisco and Los Angeles International.",,,,,,,,,#REF!,.,Mr David Cush                 ,bob.weatherly@virginamerica.com       ,www.virginamerica.com,+1 650 762 7000     ,,,,,,
396,32,Usa ,Virgin America  = VX / VRD,o N521VA,Airbus A319-115,2773,,0506,1206,2,CFM CFM56-5B7,75500,F8PY12Y99,,#REF!,.,Mr David Cush                 ,bob.weatherly@virginamerica.com       ,www.virginamerica.com,+1 650 762 7000     ,,,,,,
396,33,Usa ,Virgin America  = VX / VRD,o N522VA,Airbus A319-115,2811,,0606,0207,2,CFM CFM56-5B7,75500,F8PY12Y99,,#REF!,.,Mr David Cush                 ,bob.weatherly@virginamerica.com       ,www.virginamerica.com,+1 650 762 7000     ,,,,,,
396,34,Usa ,Virgin America  = VX / VRD,o N523VA,Airbus A319-112,3181,,0607,0707,2,CFM CFM56-5B6,75500,F8PY12Y99,,#REF!,.,Mr David Cush                 ,bob.weatherly@virginamerica.com       ,www.virginamerica.com,+1 650 762 7000     ,,,,,,
396,35,Usa ,Virgin America  = VX / VRD,o N524VA,Airbus A319-112,3204,,0707,0807,2,CFM CFM56-5B6,75500,F8PY12Y99,,#REF!,.,Mr David Cush                 ,bob.weatherly@virginamerica.com       ,www.virginamerica.com,+1 650 762 7000     ,,,,,,
396,36,Usa ,Virgin America  = VX / VRD,o N525VA,Airbus A319-112,3324,,1107,1207,2,CFM CFM56-5B6,75500,F8PY12Y99,,#REF!,.,Mr David Cush                 ,bob.weatherly@virginamerica.com       ,www.virginamerica.com,+1 650 762 7000     ,,,,,,
396,37,Usa ,Virgin America  = VX / VRD,o N526VA,Airbus A319-112,3347,,1207,0108,2,CFM CFM56-5B6,75500,F8PY12Y99,,#REF!,.,Mr David Cush                 ,bob.weatherly@virginamerica.com       ,www.virginamerica.com,+1 650 762 7000     ,,,,,,
396,38,Usa ,Virgin America  = VX / VRD,o N527VA,Airbus A319-115,3417,,0208,0308,2,CFM CFM56-5B7,75500,F8PY12Y99,,#REF!,.,Mr David Cush                 ,bob.weatherly@virginamerica.com       ,www.virginamerica.com,+1 650 762 7000     ,,,,,,
396,39,Usa ,Virgin America  = VX / VRD,o N528VA,Airbus A319-115,3445,,0308,0308,2,CFM CFM56-5B7,75500,F8PY12Y99,,#REF!,.,Mr David Cush                 ,bob.weatherly@virginamerica.com       ,www.virginamerica.com,+1 650 762 7000     ,,,,,,
396,40,Usa ,Virgin America  = VX / VRD,o N529VA,Airbus A319-115,3684,,1008,1108,2,CFM CFM56-5B7,75500,F8PY12Y99,,#REF!,.,Mr David Cush                 ,bob.weatherly@virginamerica.com       ,www.virginamerica.com,+1 650 762 7000     ,,,,,,
396,41,Usa ,Virgin America  = VX / VRD,o N530VA,Airbus A319-115,3686,,1008,1108,2,CFM CFM56-5B7,75500,F8PY12Y99,,#REF!,.,Mr David Cush                 ,bob.weatherly@virginamerica.com       ,www.virginamerica.com,+1 650 762 7000     ,,,,,,
396,42,Usa ,Virgin America  = VX / VRD,o N361VA,Airbus A320-214 (w),5515,,0313,0313,2,CFM CFM56-5B4,78000,F8PY12Y126,,#REF!,.,Mr David Cush                 ,bob.weatherly@virginamerica.com       ,www.virginamerica.com,+1 650 762 7000     ,,,,,,
396,43,Usa ,Virgin America  = VX / VRD,o N621VA,Airbus A320-214,2616,,1205,0206,2,CFM CFM56-5B4,77000,F8PY12Y129,,#REF!,.,Mr David Cush                 ,bob.weatherly@virginamerica.com       ,www.virginamerica.com,+1 650 762 7000     ,,,,,,
396,44,Usa ,Virgin America  = VX / VRD,o N622VA,Airbus A320-214,2674,,0206,0306,2,CFM CFM56-5B4,73500,F8PY12Y129,,#REF!,.,Mr David Cush                 ,bob.weatherly@virginamerica.com       ,www.virginamerica.com,+1 650 762 7000     ,,,,,,
396,45,Usa ,Virgin America  = VX / VRD,o N623VA,Airbus A320-214,2740,PR-MHH,0306,0607,2,CFM CFM56-5B4,77000,F8PY12Y129,,#REF!,.,Mr David Cush                 ,bob.weatherly@virginamerica.com       ,www.virginamerica.com,+1 650 762 7000     ,,,,,,
396,46,Usa ,Virgin America  = VX / VRD,o N624VA,Airbus A320-214,2778,,0406,0506,2,CFM CFM56-5B4,73500,F8PY12Y129,,#REF!,.,Mr David Cush                 ,bob.weatherly@virginamerica.com       ,www.virginamerica.com,+1 650 762 7000     ,,,,,,
396,47,Usa ,Virgin America  = VX / VRD,o N625VA,Airbus A320-214,2800,,0506,0606,2,CFM CFM56-5B4,73500,F8PY12Y129,,#REF!,.,Mr David Cush                 ,bob.weatherly@virginamerica.com       ,www.virginamerica.com,+1 650 762 7000     ,,,,,,
396,48,Usa ,Virgin America  = VX / VRD,o N626VA,Airbus A320-214,2830,,0606,0706,2,CFM CFM56-5B4,73500,F8PY12Y129,,#REF!,.,Mr David Cush                 ,bob.weatherly@virginamerica.com       ,www.virginamerica.com,+1 650 762 7000     ,,,,,,
396,49,Usa ,Virgin America  = VX / VRD,o N627VA,Airbus A320-214,2851,,0706,0806,2,CFM CFM56-5B4,73500,F8PY12Y129,,#REF!,.,Mr David Cush                 ,bob.weatherly@virginamerica.com       ,www.virginamerica.com,+1 650 762 7000     ,,,,,,
396,50,Usa ,Virgin America  = VX / VRD,o N628VA,Airbus A320-214,2993,,1206,0107,2,CFM CFM56-5B4,77000,F8PY12Y129,,#REF!,.,Mr David Cush                 ,bob.weatherly@virginamerica.com       ,www.virginamerica.com,+1 650 762 7000     ,,,,,,
396,51,Usa ,Virgin America  = VX / VRD,o N629VA,Airbus A320-214,3037,PR-MHL,0207,0607,2,CFM CFM56-5B4,77000,F8PY12Y129,,#REF!,.,Mr David Cush                 ,bob.weatherly@virginamerica.com       ,www.virginamerica.com,+1 650 762 7000     ,,,,,,
396,52,Usa ,Virgin America  = VX / VRD,o N630VA,Airbus A320-214,3101,,0307,0407,2,CFM CFM56-5B4,77000,F8PY12Y129,,#REF!,.,Mr David Cush                 ,bob.weatherly@virginamerica.com       ,www.virginamerica.com,+1 650 762 7000     ,,,,,,
396,53,Usa ,Virgin America  = VX / VRD,o N631VA,Airbus A320-214,3135,,0407,0507,2,CFM CFM56-5B4,77000,F8PY12Y129,,#REF!,.,Mr David Cush                 ,bob.weatherly@virginamerica.com       ,www.virginamerica.com,+1 650 762 7000     ,,,,,,
396,54,Usa ,Virgin America  = VX / VRD,o N632VA,Airbus A320-214,3155,,0507,0607,2,CFM CFM56-5B4,77000,F8PY12Y129,,#REF!,.,Mr David Cush                 ,bob.weatherly@virginamerica.com       ,www.virginamerica.com,+1 650 762 7000     ,,,,,,
396,55,Usa ,Virgin America  = VX / VRD,o N633VA,Airbus A320-214,3230,,0807,0907,2,CFM CFM56-5B4,77000,F8PY12Y129,,#REF!,.,Mr David Cush                 ,bob.weatherly@virginamerica.com       ,www.virginamerica.com,+1 650 762 7000     ,,,,,,
396,56,Usa ,Virgin America  = VX / VRD,o N634VA,Airbus A320-214,3359,,1207,0108,2,CFM CFM56-5B4,77000,F8PY12Y129,,#REF!,.,Mr David Cush                 ,bob.weatherly@virginamerica.com       ,www.virginamerica.com,+1 650 762 7000     ,,,,,,
396,57,Usa ,Virgin America  = VX / VRD,o N635VA,Airbus A320-214,3398,,0108,0208,2,CFM CFM56-5B4,73500,F8PY12Y129,,#REF!,.,Mr David Cush                 ,bob.weatherly@virginamerica.com       ,www.virginamerica.com,+1 650 762 7000     ,,,,,,
396,58,Usa ,Virgin America  = VX / VRD,o N636VA,Airbus A320-214,3460,,0308,0408,2,CFM CFM56-5B4,77000,F8PY12Y129,,#REF!,.,Mr David Cush                 ,bob.weatherly@virginamerica.com       ,www.virginamerica.com,+1 650 762 7000     ,,,,,,
396,59,Usa ,Virgin America  = VX / VRD,o N637VA,Airbus A320-214,3465,,0308,0408,2,CFM CFM56-5B4,77000,F8PY12Y129,,#REF!,.,Mr David Cush                 ,bob.weatherly@virginamerica.com       ,www.virginamerica.com,+1 650 762 7000     ,,,,,,
396,60,Usa ,Virgin America  = VX / VRD,o N638VA,Airbus A320-214,3503,,0408,0508,2,CFM CFM56-5B4,73500,F8PY12Y129,,#REF!,.,Mr David Cush                 ,bob.weatherly@virginamerica.com       ,www.virginamerica.com,+1 650 762 7000     ,,,,,,
396,61,Usa ,Virgin America  = VX / VRD,o N639VA,Airbus A320-214,3016,9K-CAE,0107,0810,2,CFM CFM56-5B4,73500,F8PY12Y129,,#REF!,.,Mr David Cush                 ,bob.weatherly@virginamerica.com       ,www.virginamerica.com,+1 650 762 7000     ,,,,,,
396,62,Usa ,Virgin America  = VX / VRD,o N640VA,Airbus A320-214,3349,9K-CAF,1107,0710,2,CFM CFM56-5B4,73500,F8PY12Y129,,#REF!,.,Mr David Cush                 ,bob.weatherly@virginamerica.com       ,www.virginamerica.com,+1 650 762 7000     ,,,,,,
396,63,Usa ,Virgin America  = VX / VRD,o N641VA,Airbus A320-214,3656,9K-CAG,1008,0610,2,CFM CFM56-5B4,73500,F8PY12Y129,,#REF!,.,Mr David Cush                 ,bob.weatherly@virginamerica.com       ,www.virginamerica.com,+1 650 762 7000     ,,,,,,
396,64,Usa ,Virgin America  = VX / VRD,o N642VA,Airbus A320-214,3670,9K-CAH,1008,0710,2,CFM CFM56-5B4,73500,F8PY12Y129,,#REF!,.,Mr David Cush                 ,bob.weatherly@virginamerica.com       ,www.virginamerica.com,+1 650 762 7000     ,,,,,,
396,65,Usa ,Virgin America  = VX / VRD,o N835VA,Airbus A320-214,4448,,0910,0910,2,CFM CFM56-5B4,77000,F8PY12Y129,,#REF!,.,Mr David Cush                 ,bob.weatherly@virginamerica.com       ,www.virginamerica.com,+1 650 762 7000     ,,,,,,
396,66,Usa ,Virgin America  = VX / VRD,o N836VA,Airbus A320-214,4480,,1010,1010,2,CFM CFM56-5B4,77000,F8PY12Y129,,#REF!,.,Mr David Cush                 ,bob.weatherly@virginamerica.com       ,www.virginamerica.com,+1 650 762 7000     ,,,,,,
396,67,Usa ,Virgin America  = VX / VRD,o N837VA,Airbus A320-214,4558,,0111,0111,2,CFM CFM56-5B4,77000,F8PY12Y129,,#REF!,.,Mr David Cush                 ,bob.weatherly@virginamerica.com       ,www.virginamerica.com,+1 650 762 7000     ,,,,,,
396,68,Usa ,Virgin America  = VX / VRD,o N838VA,Airbus A320-214,4559,,0111,0111,2,CFM CFM56-5B4,77000,F8PY12Y129,,#REF!,.,Mr David Cush                 ,bob.weatherly@virginamerica.com       ,www.virginamerica.com,+1 650 762 7000     ,,,,,,
396,69,Usa ,Virgin America  = VX / VRD,o N839VA,Airbus A320-214,4610,,0211,0311,2,CFM CFM56-5B4,77000,F8PY12Y129,,#REF!,.,Mr David Cush                 ,bob.weatherly@virginamerica.com       ,www.virginamerica.com,+1 650 762 7000     ,,,,,,
396,70,Usa ,Virgin America  = VX / VRD,o N840VA,Airbus A320-214,4616,,0311,0311,2,CFM CFM56-5B4,77000,F8PY12Y129,,#REF!,.,Mr David Cush                 ,bob.weatherly@virginamerica.com       ,www.virginamerica.com,+1 650 762 7000     ,,,,,,
396,71,Usa ,Virgin America  = VX / VRD,o N841VA,Airbus A320-214,4655,,0311,0411,2,CFM CFM56-5B4,77000,F8PY12Y129,,#REF!,.,Mr David Cush                 ,bob.weatherly@virginamerica.com       ,www.virginamerica.com,+1 650 762 7000     ,,,,,,
396,72,Usa ,Virgin America  = VX / VRD,o N842VA,Airbus A320-214,4805,,0711,0811,2,CFM CFM56-5B4,78000,F8PY12Y129,,#REF!,.,Mr David Cush                 ,bob.weatherly@virginamerica.com       ,www.virginamerica.com,+1 650 762 7000     ,,,,,,
396,73,Usa ,Virgin America  = VX / VRD,o N843VA,Airbus A320-214,4814,,0811,0911,2,CFM CFM56-5B4,77000,F8PY12Y129,,#REF!,.,Mr David Cush                 ,bob.weatherly@virginamerica.com       ,www.virginamerica.com,+1 650 762 7000     ,,,,,,
396,74,Usa ,Virgin America  = VX / VRD,o N844VA,Airbus A320-214,4851,,0911,0911,2,CFM CFM56-5B4,78000,F8PY12Y129,,#REF!,.,Mr David Cush                 ,bob.weatherly@virginamerica.com       ,www.virginamerica.com,+1 650 762 7000     ,,,,,,
396,75,Usa ,Virgin America  = VX / VRD,o N845VA,Airbus A320-214,4867,,0911,1011,2,CFM CFM56-5B4,77000,F8PY12Y129,,#REF!,.,Mr David Cush                 ,bob.weatherly@virginamerica.com       ,www.virginamerica.com,+1 650 762 7000     ,,,,,,
396,76,Usa ,Virgin America  = VX / VRD,o N846VA,Airbus A320-214,4894,,1011,1111,2,CFM CFM56-5B4,77000,F8PY12Y126,,#REF!,.,Mr David Cush                 ,bob.weatherly@virginamerica.com       ,www.virginamerica.com,+1 650 762 7000     ,,,,,,
396,77,Usa ,Virgin America  = VX / VRD,o N847VA,Airbus A320-214,4948,,1211,1211,2,CFM CFM56-5B4,78000,F8PY12Y129,,#REF!,.,Mr David Cush                 ,bob.weatherly@virginamerica.com       ,www.virginamerica.com,+1 650 762 7000     ,,,,,,
396,78,Usa ,Virgin America  = VX / VRD,o N848VA,Airbus A320-214,4959,,1211,1211,2,CFM CFM56-5B4,77000,F8PY12Y126,,#REF!,.,Mr David Cush                 ,bob.weatherly@virginamerica.com       ,www.virginamerica.com,+1 650 762 7000     ,,,,,,
396,79,Usa ,Virgin America  = VX / VRD,o N849VA,Airbus A320-214,4991,,0112,0112,2,CFM CFM56-5B4,78000,F8PY12Y126,,#REF!,.,Mr David Cush                 ,bob.weatherly@virginamerica.com       ,www.virginamerica.com,+1 650 762 7000     ,,,,,,
396,80,Usa ,Virgin America  = VX / VRD,o N851VA,Airbus A320-214,4999,,0112,0112,2,CFM CFM56-5B4,73500,F8PY12Y126,,#REF!,.,Mr David Cush                 ,bob.weatherly@virginamerica.com       ,www.virginamerica.com,+1 650 762 7000     ,,,,,,
396,81,Usa ,Virgin America  = VX / VRD,o N852VA,Airbus A320-214,5004,,0112,0212,2,CFM CFM56-5B4,73500,F8PY12Y126,,#REF!,.,Mr David Cush                 ,bob.weatherly@virginamerica.com       ,www.virginamerica.com,+1 650 762 7000     ,,,,,,
396,82,Usa ,Virgin America  = VX / VRD,o N853VA,Airbus A320-214,5034,,0212,0312,2,CFM CFM56-5B4,77836,F8PY12Y126,,#REF!,.,Mr David Cush                 ,bob.weatherly@virginamerica.com       ,www.virginamerica.com,+1 650 762 7000     ,,,,,,
396,83,Usa ,Virgin America  = VX / VRD,o N854VA,Airbus A320-214,5058,,0312,0312,2,CFM CFM56-5B4,73500,F8PY12Y126,,#REF!,.,Mr David Cush                 ,bob.weatherly@virginamerica.com       ,www.virginamerica.com,+1 650 762 7000     ,,,,,,
396,84,Usa ,Virgin America  = VX / VRD,o N855VA,Airbus A320-214,5179,,0612,0612,2,CFM CFM56-5B4,73500,F8PY12Y126,,#REF!,.,Mr David Cush                 ,bob.weatherly@virginamerica.com       ,www.virginamerica.com,+1 650 762 7000     ,,,,,,
396,85,Usa ,Vision Airlines,Vision Airlines,"= V2 / RBY  (aka Aviation Ventures, Inc)",,,,,,,,,,#REF!,X,Mr Steven Acor                ,rtheodore@visionairlines.com       ,www.visionairlines.com,+1 702 647 7700     ,,,,,,
396,86,Usa ,Vision Airlines,"The Vision Building, 2705 Airport Drive, Las Vegas NV 89032, United States",,Tel: +1 702 647 7700,Fax: +1 702 646 6871,,Email: rtheodore@visionairlines.com,,,,,,#REF!,.,Mr Steven Acor                ,rtheodore@visionairlines.com       ,www.visionairlines.com,+1 702 647 7700     ,,,,,,
396,87,Usa ,Vision Airlines,Head: Mr Steven Acor,"Web: www.visionairlines.com Operates low cost scheduled passenger services, also offering ad hoc and contract charters and tour operations, at home and abroad. Also operates scenic tour flights from Las",,,,,,,,,,#REF!,.,Mr Steven Acor                ,rtheodore@visionairlines.com       ,www.visionairlines.com,+1 702 647 7700     ,,,,,,
396,88,Usa ,Vision Airlines,Vegas on behalf of sister company Vision Holidays.,,,,,,,,,,,#REF!,.,Mr Steven Acor                ,rtheodore@visionairlines.com       ,www.visionairlines.com,+1 702 647 7700     ,,,,,,
396,89,Usa ,Vision Airlines,o N732VA,Boeing 737-3T0,23366 / 1174,N34315,1185,1205,2,CFM CFM56-3B1,61234,Y148,,#REF!,.,Mr Steven Acor                ,rtheodore@visionairlines.com       ,www.visionairlines.com,+1 702 647 7700     ,,,,,,
396,90,Usa ,Vision Airlines,o N742VA,Boeing 737-448,24773 / 1850,TC-MNH,0490,0806,2,CFM CFM56-3C1,68038,Y148,,#REF!,.,Mr Steven Acor                ,rtheodore@visionairlines.com       ,www.visionairlines.com,+1 702 647 7700     ,,,,,,
396,91,Usa ,Vision Airlines,o N745VA,Boeing 737-405,24271 / 1738,N427BV,0089,0312,2,CFM CFM56-3C1,67997,Y148,,#REF!,.,Mr Steven Acor                ,rtheodore@visionairlines.com       ,www.visionairlines.com,+1 702 647 7700     ,,,,,,
396,92,Usa ,Vision Airlines,o N766VA,Boeing 767-2Q8ER,24448 / 272,EI-DMP,0789,0812,2,GE CF6-80C2B4,175540,Y224,Stored,#REF!,.,Mr Steven Acor                ,rtheodore@visionairlines.com       ,www.visionairlines.com,+1 702 647 7700     ,,,,,,
396,93,Usa ,Vision Airlines,o N767VA,Boeing 767-222ERM,21870 / 13,N609UA,0982,0907,2,PW JT9D-7R4D,145150,Y224,Stored,#REF!,.,Mr Steven Acor                ,rtheodore@visionairlines.com       ,www.visionairlines.com,+1 702 647 7700     ,,,,,,
396,94,Usa ,Vision Airlines,o N768VA,Boeing 767-222ERM,21869 / 11,N608UA,0882,0807,2,PW JT9D-7R4D,145150,Y224,Stored,#REF!,.,Mr Steven Acor                ,rtheodore@visionairlines.com       ,www.visionairlines.com,+1 702 647 7700     ,,,,,,
396,95,Usa ,Vision Airlines,o N769VA,Boeing 767-222ERM,21866 / 7,N605UA,0382,0807,2,PW JT9D-7R4D,145150,Y224,Stored,#REF!,.,Mr Steven Acor                ,rtheodore@visionairlines.com       ,www.visionairlines.com,+1 702 647 7700     ,,,,,,
396,96,Usa ,Vision Airlines,o N402VA,Dornier 228-202K,8085,G-BWEX,0586,0299,2,GA TPE331-5-252D,6200,Y19,,#REF!,.,Mr Steven Acor                ,rtheodore@visionairlines.com       ,www.visionairlines.com,+1 702 647 7700     ,,,,,,
396,97,Usa ,Vision Airlines,o N403VA,Dornier 228-202K,8171,9M-BAS,0790,0299,2,GA TPE331-5-252D,6200,Y19,,#REF!,.,Mr Steven Acor                ,rtheodore@visionairlines.com       ,www.visionairlines.com,+1 702 647 7700     ,,,,,,
396,98,Usa ,Vision Airlines,o N404VA,Dornier 228-202,8120,N279MC,0587,0401,2,GA TPE331-5-252D,6200,Y19,,#REF!,.,Mr Steven Acor                ,rtheodore@visionairlines.com       ,www.visionairlines.com,+1 702 647 7700     ,,,,,,
396,99,Usa ,Vision Airlines,o N405VA,Dornier 228-202,8144,N264MC,1087,0401,2,GA TPE331-5-252D,6200,Y19,,#REF!,.,Mr Steven Acor                ,rtheodore@visionairlines.com       ,www.visionairlines.com,+1 702 647 7700     ,,,,,,
396,100,Usa ,Vision Airlines,o N409VA,Dornier 228-202,8097,N228ME,1186,0504,2,GA TPE331-5-252D,6200,Y20,,#REF!,.,Mr Steven Acor                ,rtheodore@visionairlines.com       ,www.visionairlines.com,+1 702 647 7700     ,,,,,,
396,101,Usa ,Vision Airlines,o N328MX,Dornier 328-120,3071,,1096,0106,2,PWC PW119C,13990,Y32,,#REF!,.,Mr Steven Acor                ,rtheodore@visionairlines.com       ,www.visionairlines.com,+1 702 647 7700     ,,,,,,
396,102,Usa ,Vision Airlines,o N329MX,Dornier 328-120,3049,,0796,0106,2,PWC PW119C,13990,Y32,,#REF!,.,Mr Steven Acor                ,rtheodore@visionairlines.com       ,www.visionairlines.com,+1 702 647 7700     ,,,,,,
396,103,Usa ,Vision Airlines,o N330MX,Dornier 328-120,3067,,0996,0106,2,PWC PW119C,13990,Y32,,#REF!,.,Mr Steven Acor                ,rtheodore@visionairlines.com       ,www.visionairlines.com,+1 702 647 7700     ,,,,,,
396,104,Usa ,Vision Airlines,o N328VA,Dornier 328JET-310,3170,N415FJ,1200,0606,2,PWC PW306B,15660,Y30,Stored,#REF!,.,Mr Steven Acor                ,rtheodore@visionairlines.com       ,www.visionairlines.com,+1 702 647 7700     ,,,,,,
396,105,Usa ,Volo Aviation,Volo Aviation,,,,,,B,"ridgeport-Igor I Sikorsky Memorial, CT",,,,#REF!,X,0,charter@voloaviation.com       ,www.voloaviation.com,+1 203 3816000      ,,,,,,
396,106,Usa ,Volo Aviation,"325 Main Street, Stratford CT 6615, United States",Tel: +1 203 3816000,Fax: +1 203 3853845,Email: charter@voloaviation.com,,,,,,,,#REF!,.,0,charter@voloaviation.com       ,www.voloaviation.com,+1 203 3816000      ,,,,,,
396,107,Usa ,Volo Aviation,ICAO: PEREGRINE    Web: www.voloaviation.com,,,,,,,,,,,#REF!,.,0,charter@voloaviation.com       ,www.voloaviation.com,+1 203 3816000      ,,,,,,
396,108,Usa ,Volo Aviation,o N900EG,Gulfstream IV,1101,N365G,0689,0607,2,RR RB183 Tay 611-8,33202,Executive,,#REF!,.,0,charter@voloaviation.com       ,www.voloaviation.com,+1 203 3816000      ,,,,,,
