Fld_Part_ID;Fld_Part_Nbr;FLD_PART_DESC;NHA (Next Higher Assy);Fld_Part_MFG;Fld_Part_MFG_Old;Fld_AC_ID;Fld_AC_ID;Fld_Old_LP;Fld_Part_List_Price;Fld_Part_Price_Currency_ID;Fld_Part_LP_Date;Fld_Remark;status;alt_pn;Fld_Add_PN_Date;aci_contact_entry;ata_chapter;CAGE#;"Essentiality Category, 1=1; 2= 2 3= 3";OEM;MOQ
;AS3209-120;PACKING;;;;2;;;;;;;;;;;;;;;
;AS3209-121;PACKING;;;;2;;;;;;;;;;;;;;;
;AS3209-122;PACKING;;;;2;;;;;;;;;;;;;;;
;AS3209-123;PACKING;;;;2;;;;;;;;;;;;;;;
;AS3209-124;PACKING;;;;2;;;;;;;;;;;;;;;
;AS3209-126;PACKING;;;;2;;;;;;;;;;;;;;;
;AS3209-127;PACKING;;;;2;;;;;;;;;;;;;;;
;AS3209-129;PACKING;;;;2;;;;;;;;;;;;;;;
;AS3209-131;PACKING;;;;2;;;;;;;;;;;;;;;
;AS3209-132;PACKING;;;;2;;;;;;;;;;;;;;;
;AS3209-133;PACKING;;;;2;;;;;;;;;;;;;;;
;AS3209-135;PACKING;;;;2;;;;;;;;;;;;;;;
;AS3209-139;PACKING;;;;2;;;;;;;;;;;;;;;
;AS3209-144;PACKING;;;;2;;;;;;;;;;;;;;;
;AS3209-148;PACKING;;;;2;;;;;;;;;;;;;;;
;AS3209-150;PACKING;;;;2;;;;;;;;;;;;;;;
;AS3209-152;PACKING;;;;2;;;;;;;;;;;;;;;
;AS3209-153;PACKING;;;;2;;;;;;;;;;;;;;;
;AS3209-157;PACKING;;;;2;;;;;;;;;;;;;;;
;AS3209-159;PACKING;;;;2;;;;;;;;;;;;;;;
;AS3209-212;PACKING, PREFORMED;;;;2;;;;;;;;;;;;;;;
;AS3209-214;PACKING;;;;2;;;;;;;;;;;;;;;
;AS3209-222;PACKING;;;;2;;;;;;;;;;;;;;;
;AS3209-230;PACKING;;;;2;;;;;;;;;;;;;;;
;AS3209-239;PACKING;;;;2;;;;;;;;;;;;;;;
;AS3209-241;PACKING;;;;2;;;;;;;;;;;;;;;
;AS3209-325;PACKING;;;;2;;;;;;;;;;;;;;;
;AS3215-100;RING-RETAINING;;;;2;;;;;;;;;;;;;;;
;AS3215-109;RING-RETAINING;;;;2;;;;;;;;;;;;;;;
;AS3215-115;RING;;;;2;;;;;;;;;;;;;;;
;AS3216-101;RING-RETAINING;;;;2;;;;;;;;;;;;;;;
;AS3216-119;RING-RETAINING;;;;2;;;;;;;;;;;;;;;
;AS3217-145;RING-RETAINING;;;;2;;;;;;;;;;;;;;;
;AS3217-152;RING-RETAINING;;;;2;;;;;;;;;;;;;;;
;AS3217-154;RING-RETAINING;;;;2;;;;;;;;;;;;;;;
;AS3217-181;RING;;;;2;;;;;;;;;;;;;;;
;AS3217-182;RING RETAINING;;;;2;;;;;;;;;;;;;;;
;AS3226-04;TEE, TUBE;;;;2;;;;;;;;;;;;;;;
;MS122903;CLAMP-LOOP;;;;2;;;;;;;;;;;;;;;
;MS122905;CLAMP;;;;2;;;;;;;;;;;;;;;
;MS122907;CLAMP;;;;2;;;;;;;;;;;;;;;
;MS122911;CLAMP;;;;2;;;;;;;;;;;;;;;
;MS122913;CLAMP, LOOP;;;;2;;;;;;;;;;;;;;;
;MS122923;CLAMP;;;;2;;;;;;;;;;;;;;;
;MS124696;INSERT;;;;2;;;;;;;;;;;;;;;
;MS124699;INSERT;;;;2;;;;;;;;;;;;;;;
;MS124735;INSERT;;;;2;;;;;;;;;;;;;;;
;MS20470A3-8;RIVET;;;;2;;;;;;;;;;;;;;;
;MS21060-L3;NUT;;;;2;;;;;;;;;;;;;;;
;MS21060L3;NUT;;;;2;;;;;;;;;;;;;;;
;MS21062-L3;NUT;;;;2;;;;;;;;;;;;;;;
;MS21062L3;NUT;;;;2;;;;;;;;;;;;;;;
;MS21087-3W;NUT;;;;2;;;;;;;;;;;;;;;
;MS27039C1-08;SCREW;;;;2;;;;;;;;;;;;;;;
;MS3367-1-4;STRAP;;;;2;;;;;;;;;;;;;;;
;MS3367-5-4;STRAP, TIEDOWN, ADJUSTABLE;;;;2;;;;;;;;;;;;;;;
;MS3367-5-9;STRAP;;;;2;;;;;;;;;;;;;;;
;MS9058-03;RING, BACK-UP;;;;2;;;;;;;;;;;;;;;
;MS9058-04;RING, BACK-UP;;;;2;;;;;;;;;;;;;;;
;MS9058-06;RING, BACK-UP;;;;2;;;;;;;;;;;;;;;
;MS9058-08;RING, BACK-UP;;;;2;;;;;;;;;;;;;;;
;MS9058-10;RING, BACK-UP;;;;2;;;;;;;;;;;;;;;
;MS9100-03;NUT;;;;2;;;;;;;;;;;;;;;
;MS9100-04;NUT;;;;2;;;;;;;;;;;;;;;
;MS9100-06;NUT;;;;2;;;;;;;;;;;;;;;
;MS9100-08;NUT;;;;2;;;;;;;;;;;;;;;
;MS9100-10;NUT, HEX;;;;2;;;;;;;;;;;;;;;
;MS9194-04;ELBOW;;;;2;;;;;;;;;;;;;;;
;MS9194-06;ELBOW;;;;2;;;;;;;;;;;;;;;
;MS9194-08;ELBOW;;;;2;;;;;;;;;;;;;;;
;MS9194-10;ELBOW, TUBE-TO-BOSS;;;;2;;;;;;;;;;;;;;;
;MS9195-04;ELBOW, TUBE-TO-BOSS;;;;2;;;;;;;;;;;;;;;
;MS9196-04;TEE, TUBE TO BOSS;;;;2;;;;;;;;;;;;;;;
;MS9201-04;NUT, HEX;;;;2;;;;;;;;;;;;;;;
;MS9201-05;NUT;;;;2;;;;;;;;;;;;;;;
;MS9201-06;NUT;;;;2;;;;;;;;;;;;;;;
;MS9207-05;SCREW;;;;2;;;;;;;;;;;;;;;
;MS9207-09;SCREW, BUS BAR;;;;2;;;;;;;;;;;;;;;
;MS9207-10;SCREW, BUS BAR;;;;2;;;;;;;;;;;;;;;
;MS9208-04;BOLT;;;;2;;;;;;;;;;;;;;;
;MS9208-05;BOLT;;;;2;;;;;;;;;;;;;;;
;MS9208-06;BOLT;;;;2;;;;;;;;;;;;;;;
;MS9208-07;BOLT;;;;2;;;;;;;;;;;;;;;
;MS9208-08;BOLT;;;;2;;;;;;;;;;;;;;;
;MS9208-09;BOLT;;;;2;;;;;;;;;;;;;;;
;MS9208-10;BOLT;;;;2;;;;;;;;;;;;;;;
;MS9208-12;BOLT;;;;2;;;;;;;;;;;;;;;
;MS9208-14;BOLT;;;;2;;;;;;;;;;;;;;;
;MS9208-15;BOLT, MACHINE,DBL HEX;;;;2;;;;;;;;;;;;;;;
;MS9208-16;BOLT;;;;2;;;;;;;;;;;;;;;
;MS9208-17;BOLT;;;;2;;;;;;;;;;;;;;;
;MS9208-18;BOLT;;;;2;;;;;;;;;;;;;;;
;MS9208-20;BOLT;;;;2;;;;;;;;;;;;;;;
;MS9208-23;BOLT;;;;2;;;;;;;;;;;;;;;
;MS9208-26;BOLT-MACH,.190-32JX1 .750,DBL;;;;2;;;;;;;;;;;;;;;
;MS9209-10;BOLT;;;;2;;;;;;;;;;;;;;;
;MS9209-11;BOLT;;;;2;;;;;;;;;;;;;;;
;MS9209-12;BOLT;;;;2;;;;;;;;;;;;;;;
;MS9209-15;BOLT;;;;2;;;;;;;;;;;;;;;
;MS9209-20;BOLT;;;;2;;;;;;;;;;;;;;;
;MS9209-27;BOLT;;;;2;;;;;;;;;;;;;;;
;MS9217-04;BOLT;;;;2;;;;;;;;;;;;;;;
;MS9217-05;BOLT;;;;2;;;;;;;;;;;;;;;
;MS9217-06;BOLT;;;;2;;;;;;;;;;;;;;;
;MS9217-08;BOLT;;;;2;;;;;;;;;;;;;;;
;MS9217-10;BOLT;;;;2;;;;;;;;;;;;;;;
;MS9314-03;CAP ASSY, TUBE;;;;2;;;;;;;;;;;;;;;
;MS9314-04;CAP ASSY, TUBE;;;;2;;;;;;;;;;;;;;;
;MS9314-06;CAP ASSY, TUBE;;;;2;;;;;;;;;;;;;;;
;MS9318-052;RIVET;;;;2;;;;;;;;;;;;;;;
;MS9320-09;WASHER, FLAT;;;;2;;;;;;;;;;;;;;;
;MS9320-11;WASHER, FLAT;;;;2;;;;;;;;;;;;;;;
;MS9320-12;WASHER, FLAT;;;;2;;;;;;;;;;;;;;;
;MS9321-09;WASHER, FLAT;;;;2;;;;;;;;;;;;;;;
;MS9321-10;WASHER, FLAT;;;;2;;;;;;;;;;;;;;;
;MS9321-11;WASHER, FLAT;;;;2;;;;;;;;;;;;;;;
;MS9321-12;WASHER, FLAT;;;;2;;;;;;;;;;;;;;;
;MS9321-13;WASHER,FLAT;;;;2;;;;;;;;;;;;;;;
;MS9321-14;WASHER,FLAT;;;;2;;;;;;;;;;;;;;;
;MS9378-10;COLLAR;;;;2;;;;;;;;;;;;;;;
;MS9386-112;PACKING;;;;2;;;;;;;;;;;;;;;
;MS9386-125;PACKING;;;;2;;;;;;;;;;;;;;;
;MS9386-132;PACKING;;;;2;;;;;;;;;;;;;;;
;MS9388-214;PACKING;;;;2;;;;;;;;;;;;;;;
;MS9390-080;PIN;;;;2;;;;;;;;;;;;;;;
;MS9390-300;PIN;;;;2;;;;;;;;;;;;;;;
;MS9390-310;PIN;;;;2;;;;;;;;;;;;;;;
;MS9390-340;PIN;;;;2;;;;;;;;;;;;;;;
;MS9391-05;CLAMP;;;;2;;;;;;;;;;;;;;;
;MS9391-07;CLAMP;;;;2;;;;;;;;;;;;;;;
;MS9393-03;GROMMET;;;;2;;;;;;;;;;;;;;;
;MS9393-04;GROMMET;;;;2;;;;;;;;;;;;;;;
;MS9405-09;PLUG;;;;2;;;;;;;;;;;;;;;
;MS9451-05;BOLT;;;;2;;;;;;;;;;;;;;;
;MS9451-06;BOLT;;;;2;;;;;;;;;;;;;;;
;MS9451-08;BOLT;;;;2;;;;;;;;;;;;;;;
;MS9451-13;BOLT;;;;2;;;;;;;;;;;;;;;
;MS9486-27;PIN;;;;2;;;;;;;;;;;;;;;
;MS9489-06;BOLT;;;;2;;;;;;;;;;;;;;;
;MS9489-09;BOLT;;;;2;;;;;;;;;;;;;;;
;MS9527-02;SCREW;;;;2;;;;;;;;;;;;;;;
;MS9527-04;SCREW;;;;2;;;;;;;;;;;;;;;
;MS9549-07;WASHER, FLAT;;;;2;;;;;;;;;;;;;;;
;MS9549-09;WASHER, FLAT;;;;2;;;;;;;;;;;;;;;
;MS9549-10;WASHER, FLAT;;;;2;;;;;;;;;;;;;;;
;MS9549-11;WASHER;;;;2;;;;;;;;;;;;;;;
;MS9549-15;WASHER, FLAT;;;;2;;;;;;;;;;;;;;;
;MS9552-007;BRACKET, FLAT;;;;2;;;;;;;;;;;;;;;
;MS9552-010;BRACKET;;;;2;;;;;;;;;;;;;;;
;MS9552-116;BRACKET, FLAT;;;;2;;;;;;;;;;;;;;;
;MS9556-05;BOLT;;;;2;;;;;;;;;;;;;;;
;MS9556-06;BOLT;;;;2;;;;;;;;;;;;;;;
;MS9556-09;BOLT;;;;2;;;;;;;;;;;;;;;
;MS9556-20;BOLT;;;;2;;;;;;;;;;;;;;;
;MS9592-012;BRACKET;;;;2;;;;;;;;;;;;;;;
;MS9592-024;BRACKET;;;;2;;;;;;;;;;;;;;;
;MS9592-048;BRACKET;;;;2;;;;;;;;;;;;;;;
;MS9592-050;BRACKET;;;;2;;;;;;;;;;;;;;;
;MS9592-051;BRACKET;;;;2;;;;;;;;;;;;;;;
;MS9592-056;BRACKET;;;;2;;;;;;;;;;;;;;;
;MS9592-062;BRACKET;;;;2;;;;;;;;;;;;;;;
;MS9592-087;BRACKET;;;;2;;;;;;;;;;;;;;;
;MS9592-128;BRACKET;;;;2;;;;;;;;;;;;;;;
;MS9592-214;BRACKET;;;;2;;;;;;;;;;;;;;;
;MS9592-218;BRACKET;;;;2;;;;;;;;;;;;;;;
;MS9592-220;BRACKET;;;;2;;;;;;;;;;;;;;;
;MS9592-380;BRACKET;;;;2;;;;;;;;;;;;;;;
;MS9593-076;BRACKET;;;;2;;;;;;;;;;;;;;;
;MS9593-104;BRACKET;;;;2;;;;;;;;;;;;;;;
;MS9593-125;BRACKET;;;;2;;;;;;;;;;;;;;;
;MS9593-126;BRACKET;;;;2;;;;;;;;;;;;;;;
;MS9593-246;BRACKET;;;;2;;;;;;;;;;;;;;;
;MS9593-316;BRACKET;;;;2;;;;;;;;;;;;;;;
;MS9593-485;BRACKET;;;;2;;;;;;;;;;;;;;;
;MS9593-486;BRACKET  90 ANGLE;;;;2;;;;;;;;;;;;;;;
;MS9593-672;BRACKET, SUPPORT;;;;2;;;;;;;;;;;;;;;
;MS9594-255;BRACKET, 90 DEGREE ANGLE;;;;2;;;;;;;;;;;;;;;
;MS9594-370;BRACKET, 90 DEG. ANGLE;;;;2;;;;;;;;;;;;;;;
;MS9696-07;BOLT;;;;2;;;;;;;;;;;;;;;
;MS9697-09;BOLT;;;;2;;;;;;;;;;;;;;;
;MS9768-09;WASHER, FLAT;;;;2;;;;;;;;;;;;;;;
;MS9768-10;WASHER, FLAT;;;;2;;;;;;;;;;;;;;;
;MS9769-031;REDUCER, TUBE;;;;2;;;;;;;;;;;;;;;
;MS9902-04;PLUG;;;;2;;;;;;;;;;;;;;;
;MS9902-06;PLUG;;;;2;;;;;;;;;;;;;;;
;MS9902-08;PLUG;;;;2;;;;;;;;;;;;;;;
;MS9914-07;BOLT;;;;2;;;;;;;;;;;;;;;
;MS9932-16;BOLT;;;;2;;;;;;;;;;;;;;;
;MS9954-01;PLUG;;;;2;;;;;;;;;;;;;;;
;MS9954-03;PLUG;;;;2;;;;;;;;;;;;;;;
;MS9954-04;PLUG;;;;2;;;;;;;;;;;;;;;
;MS9954-06;PLUG;;;;2;;;;;;;;;;;;;;;
;MS9966-04;PACKING;;;;2;;;;;;;;;;;;;;;
;MS9966-06;PACKING;;;;2;;;;;;;;;;;;;;;
;MS9966-08;PACKING;;;;2;;;;;;;;;;;;;;;
;MS9967-016;PACKING;;;;2;;;;;;;;;;;;;;;
;MS9967-046;PACKING;;;;2;;;;;;;;;;;;;;;
;MS9967-116;PACKING;;;;2;;;;;;;;;;;;;;;
;M25988-1-020;PACKING;;;;2;;;;;;;;;;;;;;;
;NAS1789C3M;NUT;;;;2;;;;;;;;;;;;;;;
;ST1003-07;WIRE, THRUST;;;;2;;;;;;;;;;;;;;;
;ST1003-08;WIRE, THRUST;;;;2;;;;;;;;;;;;;;;
;ST1003-10;WIRE, THRUST;;;;2;;;;;;;;;;;;;;;
;ST1140-13;GASKET I.C., THERMOCOUPLE;;;;2;;;;;;;;;;;;;;;
;ST1478-04;CLAMP;;;;2;;;;;;;;;;;;;;;
;ST1478-05;CLAMP;;;;2;;;;;;;;;;;;;;;
;ST1478-06;CLAMP;;;;2;;;;;;;;;;;;;;;
;ST1478-07;CLAMP;;;;2;;;;;;;;;;;;;;;
;ST1478-08;CLAMP;;;;2;;;;;;;;;;;;;;;
;ST1478-09;CLAMP;;;;2;;;;;;;;;;;;;;;
;ST1478-10;CLAMP;;;;2;;;;;;;;;;;;;;;
;ST1478-11;CLAMP;;;;2;;;;;;;;;;;;;;;
;ST1478-12;CLAMP;;;;2;;;;;;;;;;;;;;;
;ST2231-04;CLAMP;;;;2;;;;;;;;;;;;;;;
;ST2231-06;CLAMP;;;;2;;;;;;;;;;;;;;;
;ST2231-07;CLAMP;;;;2;;;;;;;;;;;;;;;
;ST2231-08;CLAMP;;;;2;;;;;;;;;;;;;;;
;ST2231-10;CLAMP;;;;2;;;;;;;;;;;;;;;
;ST2231-16;CLAMP;;;;2;;;;;;;;;;;;;;;
;ST2231-18;CLAMP ASSY;;;;2;;;;;;;;;;;;;;;
;ST3007-034;PLUG;;;;2;;;;;;;;;;;;;;;
;ST3007-035;PLUG;;;;2;;;;;;;;;;;;;;;
;ST3007-036;PLUG;;;;2;;;;;;;;;;;;;;;
;ST3007-037;PLUG;;;;2;;;;;;;;;;;;;;;
;ST3007-038;PLUG;;;;2;;;;;;;;;;;;;;;
;ST3007-039;PLUG;;;;2;;;;;;;;;;;;;;;
;ST3007-040;PLUG;;;;2;;;;;;;;;;;;;;;
;ST3007-041;PLUG;;;;2;;;;;;;;;;;;;;;
;ST3007-042;PLUG;;;;2;;;;;;;;;;;;;;;
;ST3007-043;PLUG;;;;2;;;;;;;;;;;;;;;
;ST3007-044;PLUG;;;;2;;;;;;;;;;;;;;;
;ST3007-045;PLUG;;;;2;;;;;;;;;;;;;;;
;ST3007-046;PLUG;;;;2;;;;;;;;;;;;;;;
;ST3007-047;PLUG;;;;2;;;;;;;;;;;;;;;
;ST3007-048;PLUG;;;;2;;;;;;;;;;;;;;;
;ST3007-049;PLUG;;;;2;;;;;;;;;;;;;;;
;ST3007-050;PLUG;;;;2;;;;;;;;;;;;;;;
;ST3007-051;PLUG;;;;2;;;;;;;;;;;;;;;
;ST3007-052;PLUG;;;;2;;;;;;;;;;;;;;;
;ST3007-053;PLUG;;;;2;;;;;;;;;;;;;;;
;ST3007-054;PLUG;;;;2;;;;;;;;;;;;;;;
;ST3007-055;PLUG;;;;2;;;;;;;;;;;;;;;
;ST3007-056;PLUG;;;;2;;;;;;;;;;;;;;;
;ST3007-057;PLUG;;;;2;;;;;;;;;;;;;;;
;ST3007-058;PLUG;;;;2;;;;;;;;;;;;;;;
;ST3007-059;PLUG;;;;2;;;;;;;;;;;;;;;
;ST3007-060;PLUG;;;;2;;;;;;;;;;;;;;;
;ST3007-063;PLUG;;;;2;;;;;;;;;;;;;;;
;ST3015-010;SLEEVE;;;;2;;;;;;;;;;;;;;;
;ST3015-011;SLEEVE;;;;2;;;;;;;;;;;;;;;
;ST3023-02;GROMMET;;;;2;;;;;;;;;;;;;;;
;ST3023-03;GROMMET;;;;2;;;;;;;;;;;;;;;
;ST3023-04;GROMMET;;;;2;;;;;;;;;;;;;;;
;ST3023-05;GROMMET;;;;2;;;;;;;;;;;;;;;
;ST3023-06;GROMMET;;;;2;;;;;;;;;;;;;;;
;ST3027-009;NUT;;;;2;;;;;;;;;;;;;;;
;ST3030-08;NUT I.C.;;;;2;;;;;;;;;;;;;;;
;ST3030-09;NUT I.C.;;;;2;;;;;;;;;;;;;;;
;ST3030-10;NUT I.C.;;;;2;;;;;;;;;;;;;;;
;ST3030-11;NUT I.C.;;;;2;;;;;;;;;;;;;;;
;ST3030-12;NUT, I.C.;;;;2;;;;;;;;;;;;;;;
;ST3031-23;INSERT;;;;2;;;;;;;;;;;;;;;
;ST3031-24;INSERT;;;;2;;;;;;;;;;;;;;;
;ST3031-43;INSERT;;;;2;;;;;;;;;;;;;;;
;ST3031-44;INSERT;;;;2;;;;;;;;;;;;;;;
;ST3031-63;INSERT;;;;2;;;;;;;;;;;;;;;
;ST3031-64;INSERT;;;;2;;;;;;;;;;;;;;;
;ST3032-06;RUBBER;;;;2;;;;;;;;;;;;;;;
;ST3033-011;STUD;;;;2;;;;;;;;;;;;;;;
;ST3033-012;STUD;;;;2;;;;;;;;;;;;;;;
;ST3033-013;STUD;;;;2;;;;;;;;;;;;;;;
;ST3033-021;STUD;;;;2;;;;;;;;;;;;;;;
;ST3033-022;STUD;;;;2;;;;;;;;;;;;;;;
;ST3033-023;STUD;;;;2;;;;;;;;;;;;;;;
;ST3033-031;STUD;;;;2;;;;;;;;;;;;;;;
;ST3033-032;STUD;;;;2;;;;;;;;;;;;;;;
;ST3033-033;STUD;;;;2;;;;;;;;;;;;;;;
;ST3034-026;STUD;;;;2;;;;;;;;;;;;;;;
;ST3034-027;STUD;;;;2;;;;;;;;;;;;;;;
;ST3034-028;STUD;;;;2;;;;;;;;;;;;;;;
;ST3034-036;STUD;;;;2;;;;;;;;;;;;;;;
;ST3034-037;STUD;;;;2;;;;;;;;;;;;;;;
;ST3034-038;STUD;;;;2;;;;;;;;;;;;;;;
;ST3035-041;STUD;;;;2;;;;;;;;;;;;;;;
;ST3035-042;STUD;;;;2;;;;;;;;;;;;;;;
;ST3035-043;STUD;;;;2;;;;;;;;;;;;;;;
;ST3037-046;STUD;;;;2;;;;;;;;;;;;;;;
;ST3037-047;STUD;;;;2;;;;;;;;;;;;;;;
;ST3037-048;STUD;;;;2;;;;;;;;;;;;;;;
;ST3045-04;NIPPLE, TUBE;;;;2;;;;;;;;;;;;;;;
;ST3045-06;NIPPLE, TUBE;;;;2;;;;;;;;;;;;;;;
;ST3045-08;NIPPLE, TUBE;;;;2;;;;;;;;;;;;;;;
;ST3050-112;CABLE;;;;2;;;;;;;;;;;;;;;
;ST3070-02;TERMINAL LUG;;;;2;;;;;;;;;;;;;;;
;ST3077-08;NUT I.C.;;;;2;;;;;;;;;;;;;;;
;ST3079-04;BOLT;;;;2;;;;;;;;;;;;;;;
;ST3080-04;SCREW, BUS BAR;;;;2;;;;;;;;;;;;;;;
;ST3081-06;NUT;;;;2;;;;;;;;;;;;;;;
;ST3081-08;NUT I.C.;;;;2;;;;;;;;;;;;;;;
;ST3086-013;PACKING;;;;2;;;;;;;;;;;;;;;
;ST3086-110;PACKING;;;;2;;;;;;;;;;;;;;;
;ST3088-10;NUT, TUBE COUPLING;;;;2;;;;;;;;;;;;;;;
;ST3088-12;NUT, TUBE COUPLING;;;;2;;;;;;;;;;;;;;;
;ST3088-14;NUT, TUBE COUPLING;;;;2;;;;;;;;;;;;;;;
;ST3090-01;RESISTR;;;;2;;;;;;;;;;;;;;;
;ST3090-02;RESISTR;;;;2;;;;;;;;;;;;;;;
;ST3090-03;RESISTR;;;;2;;;;;;;;;;;;;;;
;ST3090-04;RESISTR;;;;2;;;;;;;;;;;;;;;
;ST3090-05;RESISTR;;;;2;;;;;;;;;;;;;;;
;ST3090-06;RESISTR;;;;2;;;;;;;;;;;;;;;
;ST3090-07;RESISTR;;;;2;;;;;;;;;;;;;;;
;ST3090-08;RESISTR;;;;2;;;;;;;;;;;;;;;
;ST3090-09;RESISTR;;;;2;;;;;;;;;;;;;;;
;ST3090-10;RESISTR;;;;2;;;;;;;;;;;;;;;
;ST3090-100;RESISTR;;;;2;;;;;;;;;;;;;;;
;ST3090-101;RESISTR;;;;2;;;;;;;;;;;;;;;
;ST3090-102;RESISTR;;;;2;;;;;;;;;;;;;;;
;ST3090-103;RESISTR;;;;2;;;;;;;;;;;;;;;
;ST3090-104;RESISTR;;;;2;;;;;;;;;;;;;;;
;ST3090-105;RESISTR;;;;2;;;;;;;;;;;;;;;
;ST3090-106;RESISTR;;;;2;;;;;;;;;;;;;;;
;ST3090-107;RESISTR;;;;2;;;;;;;;;;;;;;;
;ST3090-108;RESISTR;;;;2;;;;;;;;;;;;;;;
;ST3090-109;RESISTR;;;;2;;;;;;;;;;;;;;;
;ST3090-11;RESISTR;;;;2;;;;;;;;;;;;;;;
;ST3090-110;RESISTR;;;;2;;;;;;;;;;;;;;;
;ST3090-111;RESISTR;;;;2;;;;;;;;;;;;;;;
;ST3090-112;RESISTR;;;;2;;;;;;;;;;;;;;;
;ST3090-113;RESISTR;;;;2;;;;;;;;;;;;;;;
;ST3090-114;RESISTR;;;;2;;;;;;;;;;;;;;;
;ST3090-115;RESISTR;;;;2;;;;;;;;;;;;;;;
;ST3090-116;RESISTR;;;;2;;;;;;;;;;;;;;;
;ST3090-117;RESISTR;;;;2;;;;;;;;;;;;;;;
;ST3090-118;RESISTR;;;;2;;;;;;;;;;;;;;;
;ST3090-119;RESISTR;;;;2;;;;;;;;;;;;;;;
;ST3090-12;RESISTR;;;;2;;;;;;;;;;;;;;;
;ST3090-120;RESISTR;;;;2;;;;;;;;;;;;;;;
;ST3090-121;RESISTR;;;;2;;;;;;;;;;;;;;;
;ST3090-13;RESISTR;;;;2;;;;;;;;;;;;;;;
;ST3090-14;RESISTR;;;;2;;;;;;;;;;;;;;;
;ST3090-15;RESISTR;;;;2;;;;;;;;;;;;;;;
;ST3090-16;RESISTR;;;;2;;;;;;;;;;;;;;;
;ST3090-17;RESISTR;;;;2;;;;;;;;;;;;;;;
;ST3090-18;RESISTR;;;;2;;;;;;;;;;;;;;;
;ST3090-19;RESISTR;;;;2;;;;;;;;;;;;;;;
;ST3090-20;RESISTR;;;;2;;;;;;;;;;;;;;;
;ST3090-21;RESISTR;;;;2;;;;;;;;;;;;;;;
;ST3090-22;RESISTR;;;;2;;;;;;;;;;;;;;;
;ST3090-23;RESISTR;;;;2;;;;;;;;;;;;;;;
;ST3090-24;RESISTR;;;;2;;;;;;;;;;;;;;;
;ST3090-25;RESISTR;;;;2;;;;;;;;;;;;;;;
;ST3090-26;RESISTR;;;;2;;;;;;;;;;;;;;;
;ST3090-27;RESISTR;;;;2;;;;;;;;;;;;;;;
;ST3090-28;RESISTR;;;;2;;;;;;;;;;;;;;;
;ST3090-29;RESISTR;;;;2;;;;;;;;;;;;;;;
;ST3090-30;RESISTR;;;;2;;;;;;;;;;;;;;;
;ST3090-31;RESISTR;;;;2;;;;;;;;;;;;;;;
;ST3090-32;RESISTR;;;;2;;;;;;;;;;;;;;;
;ST3090-33;RESISTR;;;;2;;;;;;;;;;;;;;;
;ST3090-34;RESISTR;;;;2;;;;;;;;;;;;;;;
;ST3090-35;RESISTR;;;;2;;;;;;;;;;;;;;;
;ST3090-36;RESISTR;;;;2;;;;;;;;;;;;;;;
;ST3090-37;RESISTR;;;;2;;;;;;;;;;;;;;;
;ST3090-38;RESISTR;;;;2;;;;;;;;;;;;;;;
;ST3090-39;RESISTR;;;;2;;;;;;;;;;;;;;;
;ST3090-40;RESISTR;;;;2;;;;;;;;;;;;;;;
;ST3090-41;RESISTR;;;;2;;;;;;;;;;;;;;;
;ST3090-42;RESISTR;;;;2;;;;;;;;;;;;;;;
;ST3090-43;RESISTR;;;;2;;;;;;;;;;;;;;;
;ST3090-44;RESISTR;;;;2;;;;;;;;;;;;;;;
;ST3090-45;RESISTR;;;;2;;;;;;;;;;;;;;;
;ST3090-46;RESISTR;;;;2;;;;;;;;;;;;;;;
;ST3090-47;RESISTR;;;;2;;;;;;;;;;;;;;;
;ST3090-48;RESISTR;;;;2;;;;;;;;;;;;;;;
;ST3090-49;RESISTR;;;;2;;;;;;;;;;;;;;;
;ST3090-50;RESISTR;;;;2;;;;;;;;;;;;;;;
;ST3090-51;RESISTR;;;;2;;;;;;;;;;;;;;;
;ST3090-52;RESISTR;;;;2;;;;;;;;;;;;;;;
;ST3090-53;RESISTR;;;;2;;;;;;;;;;;;;;;
;ST3090-54;RESISTR;;;;2;;;;;;;;;;;;;;;
;ST3090-55;RESISTR;;;;2;;;;;;;;;;;;;;;
;ST3090-56;RESISTR;;;;2;;;;;;;;;;;;;;;
;ST3090-57;RESISTR;;;;2;;;;;;;;;;;;;;;
;ST3090-58;RESISTR;;;;2;;;;;;;;;;;;;;;
;ST3090-59;RESISTR;;;;2;;;;;;;;;;;;;;;
;ST3090-60;RESISTR;;;;2;;;;;;;;;;;;;;;
;ST3090-61;RESISTR;;;;2;;;;;;;;;;;;;;;
;ST3090-62;RESISTR;;;;2;;;;;;;;;;;;;;;
;ST3090-63;RESISTR;;;;2;;;;;;;;;;;;;;;
;ST3090-64;RESISTR;;;;2;;;;;;;;;;;;;;;
;ST3090-65;RESISTR;;;;2;;;;;;;;;;;;;;;
;ST3090-66;RESISTR;;;;2;;;;;;;;;;;;;;;
;ST3090-67;RESISTR;;;;2;;;;;;;;;;;;;;;
;ST3090-68;RESISTR;;;;2;;;;;;;;;;;;;;;
;ST3090-69;RESISTR;;;;2;;;;;;;;;;;;;;;
;ST3090-70;RESISTR;;;;2;;;;;;;;;;;;;;;
;ST3090-71;RESISTR;;;;2;;;;;;;;;;;;;;;
;ST3090-72;RESISTR;;;;2;;;;;;;;;;;;;;;
;ST3090-73;RESISTR;;;;2;;;;;;;;;;;;;;;
